horse,session_id,n_rows,stride_dur_mean,stride_dur_std,stride_dur_iqr,stride_dur_min,stride_dur_max,duty_factor_mean,duty_factor_std,duty_factor_iqr,duty_factor_min,duty_factor_max,duty_factor_LF_mean,duty_factor_LF_std,duty_factor_LF_iqr,duty_factor_LF_min,duty_factor_LF_max,duty_factor_RF_mean,duty_factor_RF_std,duty_factor_RF_iqr,duty_factor_RF_min,duty_factor_RF_max,duty_factor_LH_mean,duty_factor_LH_std,duty_factor_LH_iqr,duty_factor_LH_min,duty_factor_LH_max,duty_factor_RH_mean,duty_factor_RH_std,duty_factor_RH_iqr,duty_factor_RH_min,duty_factor_RH_max,stance_dur_LF_mean,stance_dur_LF_std,stance_dur_LF_iqr,stance_dur_LF_min,stance_dur_LF_max,stance_dur_RF_mean,stance_dur_RF_std,stance_dur_RF_iqr,stance_dur_RF_min,stance_dur_RF_max,stance_dur_LH_mean,stance_dur_LH_std,stance_dur_LH_iqr,stance_dur_LH_min,stance_dur_LH_max,stance_dur_RH_mean,stance_dur_RH_std,stance_dur_RH_iqr,stance_dur_RH_min,stance_dur_RH_max,dap_L_sec_mean,dap_L_sec_std,dap_L_sec_iqr,dap_L_sec_min,dap_L_sec_max,dap_L_perc_mean,dap_L_perc_std,dap_L_perc_iqr,dap_L_perc_min,dap_L_perc_max,dap_R_sec_mean,dap_R_sec_std,dap_R_sec_iqr,dap_R_sec_min,dap_R_sec_max,dap_R_perc_mean,dap_R_perc_std,dap_R_perc_iqr,dap_R_perc_min,dap_R_perc_max,min_diff_head_mean,min_diff_head_std,min_diff_head_iqr,min_diff_head_min,min_diff_head_max,max_diff_head_mean,max_diff_head_std,max_diff_head_iqr,max_diff_head_min,max_diff_head_max,si_up_head_mean,si_up_head_std,si_up_head_iqr,si_up_head_min,si_up_head_max,min_diff_wth_mean,min_diff_wth_std,min_diff_wth_iqr,min_diff_wth_min,min_diff_wth_max,max_diff_wth_mean,max_diff_wth_std,max_diff_wth_iqr,max_diff_wth_min,max_diff_wth_max,si_up_wth_mean,si_up_wth_std,si_up_wth_iqr,si_up_wth_min,si_up_wth_max,min_diff_sac_mean,min_diff_sac_std,min_diff_sac_iqr,min_diff_sac_min,min_diff_sac_max,max_diff_sac_mean,max_diff_sac_std,max_diff_sac_iqr,max_diff_sac_min,max_diff_sac_max,si_up_sac_mean,si_up_sac_std,si_up_sac_iqr,si_up_sac_min,si_up_sac_max,stride_speed_mean,stride_speed_std,stride_speed_iqr,stride_speed_min,stride_speed_max,stride_length_mean,stride_length_std,stride_length_iqr,stride_length_min,stride_length_max
Duque,20250628T192525,169,0.7553556213017751,0.04279493858867091,0.04370000000000007,0.5919,0.81,48.65470769230769,2.4357994855507963,3.0526999999999944,42.1691,54.0659,53.058321301775145,3.7080443071877314,5.882400000000004,44.5205,60.8696,48.711761538461545,3.701529082030701,4.424599999999998,37.7358,56.9536,44.376359171597635,4.001461595354494,5.3369,35.0168,54.1254,48.472385207100594,2.668888341337994,3.542900000000003,39.4052,53.9683,0.4015384615384615,0.043871430122032505,0.05499999999999999,0.285,0.49,0.3689349112426036,0.042671801496984255,0.040000000000000036,0.25,0.445,0.3360355029585799,0.043741923539029885,0.06,0.21,0.425,0.36680473372781064,0.03639029143592797,0.050000000000000044,0.265,0.43,0.002662721893491124,0.0329413055900304,0.05,-0.11,0.07,0.3722739644970416,4.43972189161814,6.3115,-14.3791,8.8258,-0.012130177514792898,0.0229690703129171,0.025,-0.075,0.04,-1.662378698224852,3.1432714186732738,3.4188,-12.6716,5.3646,27.58367987804878,18.565529598305123,27.489475,-34.15,62.7486,4.940556790123456,18.097560211021193,27.304475,-39.5671,53.1261,0.37571077844311374,0.3721703789495648,0.48069999999999996,-0.6408,0.9253,-9.791899397590361,18.865880074033594,34.969575,-45.4505,38.4382,0.22014753086419797,8.573564760979423,11.787749999999999,-18.1378,24.5269,-0.11331506024096388,0.19320924333791195,0.2953,-0.5064,0.5674,9.27815119047619,8.306153254994015,9.861775,-17.9468,30.6434,1.4061281249999997,7.284267847835864,9.33995,-16.4802,17.9747,0.13321017964071855,0.17232441164140935,0.23415000000000002,-0.2629,0.7841,,,,,,,,,,
Duque,20250702T102056,202,0.7825207920792079,0.021623802146477078,0.029100000000000015,0.7287,0.84,47.617988613861385,2.0454792966573363,2.8472250000000017,42.8693,53.1809,53.66162475247525,3.1107501316520625,4.239799999999995,46.3668,61.7211,49.85458267326733,2.4235024848504696,3.284124999999996,44.0678,57.764,45.69258861386138,3.2500728884469603,5.099799999999995,39.3443,55.5891,41.26314356435644,3.490047485240994,4.6986750000000015,30.2405,51.0903,0.42047029702970296,0.03511391000064255,0.05499999999999999,0.335,0.52,0.390420792079208,0.026727781275422073,0.03375000000000006,0.325,0.465,0.3578217821782178,0.033015267398359104,0.044999999999999984,0.3,0.46,0.323490099009901,0.03559127291138707,0.044999999999999984,0.22,0.44,-0.013762376237623764,0.03147616914708887,0.045000000000000005,-0.08,0.075,-1.7722831683168314,4.019128889617385,5.83395,-10.183,9.2308,-0.029133663366336632,0.025851026624831668,0.04,-0.11,0.025,-3.7331044554455444,3.320004839912847,4.977625,-14.4499,3.252,28.223733333333332,21.503030442632262,27.397699999999993,-33.5388,77.4487,10.253478645833333,16.08035192121646,18.760700000000003,-34.3316,53.3437,0.43032131979695437,0.3379312335739031,0.3604,-0.7342,0.9487,-14.18241421319797,16.161797865851238,30.9969,-46.3575,33.6011,-1.064369035532995,7.162351424658791,10.183800000000002,-15.9934,16.4376,-0.18529751243781092,0.1582497796010506,0.2031,-0.5266,0.4363,12.668272864321606,7.590646325302318,10.207,-10.1712,31.9087,2.6718145728643217,5.983072642235033,8.80405,-11.8144,15.1244,0.18340507614213197,0.12341226733677393,0.17709999999999998,-0.2059,0.4244,,,,,,,,,,
Duque,20250718T093338,162,0.7565537037037037,0.032413525930018956,0.03795000000000004,0.6337,0.8269,45.342533333333336,1.8991505951296668,2.415175000000005,41.7114,54.1891,50.8755037037037,2.4822837798012656,3.0484499999999954,46.2585,58.8235,47.971743827160495,2.6233414984061447,3.657325,42.4,57.3171,40.43386543209877,3.453492503515987,3.1916750000000036,29.0323,52.349,42.08901481481482,3.4344795727019704,4.5041749999999965,34.0,50.3311,0.38503086419753085,0.02760916735850414,0.040000000000000036,0.305,0.46,0.3632716049382716,0.031683219433660245,0.040000000000000036,0.265,0.47,0.30620370370370376,0.03354706324010921,0.030000000000000027,0.18,0.41,0.3189814814814815,0.03331171659323268,0.044999999999999984,0.23,0.405,-0.03558641975308642,0.030969759857182182,0.035,-0.12,0.06,-4.742062345679011,4.154244433443577,4.546175,-17.8988,7.4883,-0.03657407407407407,0.034661057238475707,0.04,-0.13,0.04,-4.8475777777777775,4.619946197826058,5.3507750000000005,-18.7895,5.0513,17.962384713375794,21.040078737611534,35.1103,-27.7133,56.8698,3.8699331250000006,18.960417699916608,33.404275,-42.498,39.8786,0.24257,0.44666073090020114,0.822425,-0.7898,0.8639,-9.277272222222225,17.288869900065695,30.958550000000002,-32.7894,30.3154,1.1963608695652177,7.008758783213454,10.7446,-19.0362,18.3475,-0.09575632911392407,0.15835477521154404,0.236675,-0.4033,0.3388,10.869700636942676,7.069976600408244,9.8598,-8.2518,24.1153,-2.1430088050314464,6.035927796199574,9.54585,-17.5148,12.666,0.09796666666666667,0.1359381736173232,0.16544999999999999,-0.2739,0.3545,0.9633024691358025,0.39063380716242846,0.49,0.15,2.46,0.7252493827160493,0.2776513004236533,0.36939999999999995,0.1163,1.5436
Duque,20250804T082647,140,0.7587021428571429,0.030709308850109064,0.03325,0.6462,0.8138,47.262809999999995,1.8503158593785076,1.9388250000000014,42.2008,51.8623,57.267468571428566,2.5352209061890054,2.499575,46.9314,62.0253,48.22635071428571,2.9357675646407375,3.908300000000004,39.2308,55.082,40.36472071428572,3.0381952739515206,3.139499999999998,31.0469,50.1608,43.19269071428572,3.748319744772296,4.417450000000002,34.4371,61.7564,0.4352857142857143,0.0332786979447243,0.04500000000000004,0.325,0.495,0.36639285714285713,0.03208614672910867,0.040000000000000036,0.255,0.445,0.30642857142857144,0.031275554813300334,0.025000000000000022,0.205,0.4,0.32828571428571435,0.03894180969923705,0.044999999999999984,0.22,0.545,-0.029714285714285714,0.03060405900438174,0.034999999999999996,-0.125,0.055,-3.9457585714285717,4.045456741623036,4.9439,-16.2206,6.8429,-0.037392857142857144,0.041929487988777395,0.04,-0.135,0.235,-4.9471935714285715,5.474518499207014,5.414775000000001,-17.5439,29.1925,18.892591111111113,20.373818287824538,31.6971,-28.0458,56.7997,7.510367407407407,18.74959147633694,22.9733,-38.2906,45.4561,0.2876628571428571,0.4210508148459346,0.607475,-0.8043,0.8585,-7.920808695652175,18.255446106345243,34.07195,-39.2216,26.0795,-2.807502189781022,7.760317455580811,13.3157,-16.0748,13.7087,-0.12958550724637682,0.16723273504801214,0.2581,-0.4756,0.2391,9.6957884057971,8.6263795953757,13.467,-13.5587,29.5663,-5.178529197080293,6.658680968857392,8.8928,-22.3639,11.6556,0.04509999999999999,0.15609351108517788,0.25995,-0.3045,0.3601,0.9200357142857143,0.48727863316711595,0.68,0.045,2.21,0.6946621428571429,0.36770856294294013,0.5259499999999999,0.0357,1.744
Jackson,20241130T114129,187,0.7148101604278074,0.04736631616416219,0.07094999999999996,0.5956,0.8238,44.34151764705883,2.025962322718269,2.5073000000000008,40.2483,54.9856,45.29610962566846,2.9773633185882087,3.6648500000000013,38.5621,52.7331,45.573357754010694,2.958800999293588,3.983399999999996,39.8524,53.1148,44.17944171122994,4.261364097552184,4.619300000000003,34.3066,68.4685,42.31715454545455,4.475459834945801,2.9843999999999937,31.7568,70.1087,0.32385026737967915,0.031407639599258984,0.044999999999999984,0.235,0.415,0.3266042780748663,0.03892153096934301,0.0625,0.255,0.42,0.3166577540106952,0.04392295896180799,0.050000000000000044,0.21,0.57,0.3035026737967914,0.05281234524253468,0.03999999999999998,0.21,0.67,-0.0052406417112299455,0.03569314948300444,0.035,-0.11,0.25,-0.7349470588235293,5.111861509319451,4.73855,-17.495,34.9345,-0.0006149732620320861,0.05152274151164343,0.0475,-0.11,0.34,-0.2449374331550802,6.974773014165326,6.7963499999999994,-17.3058,43.0182,2.0559769230769227,23.515453530523388,31.733800000000002,-49.6109,64.1293,-3.894469444444444,21.401350217993144,25.324225,-96.5757,130.7364,0.0015335195530726293,0.43079072710020194,0.6602,-0.8597,0.93,17.152364171122993,11.799849138039164,12.785,-35.4835,41.1424,10.985988950276242,12.814599450465753,12.0899,-56.1135,68.0371,0.294485635359116,0.1626786532921735,0.15439999999999998,-0.5273,0.72,-11.012907065217393,16.577521961286745,22.5901,-38.5839,41.5056,1.7736112994350284,15.79520117872352,18.3779,-39.7518,66.2445,-0.09875083798882682,0.2739848294760162,0.34299999999999997,-0.6759,0.9198,,,,,,,,,,
Jackson,20241215T152135,258,0.7691224806201551,0.04427938755127452,0.0666500000000001,0.6656,0.9275,45.476453488372094,2.824178630596331,3.3222749999999905,39.1579,56.3366,44.901580620155045,4.735238830426548,6.140725000000003,36.4865,60.0,49.56300813953488,4.390922202629464,4.867725,39.7436,65.974,44.29811472868217,3.2788994668979203,4.019075000000001,37.3541,66.4908,43.14310775193798,5.717678353358893,5.224699999999999,30.4348,78.806,0.3468798449612403,0.05324355883272937,0.05499999999999999,0.255,0.52,0.38263565891472867,0.05334557158322325,0.05875000000000008,0.295,0.635,0.3412209302325581,0.04158533521528805,0.044999999999999984,0.24,0.63,0.3326744186046512,0.060281591203181696,0.05499999999999999,0.19,0.67,-0.00011627906976744196,0.036574986223226524,0.05,-0.135,0.255,-0.06637635658914724,4.70896443450066,6.6007750000000005,-18.0451,30.3571,0.02001937984496124,0.05508129482231357,0.045000000000000005,-0.065,0.36,2.515798449612403,6.948751762166748,5.907475,-8.2552,43.9418,-2.245312851405622,25.988721180075814,35.4867,-65.5907,87.0266,-2.135529019607842,37.22531236412337,55.25005,-81.054,82.4314,-0.0783301204819277,0.541969880814484,0.9856,-0.9445,0.9521,21.191994509803923,10.597389392366138,12.48865,-19.8,44.1912,12.044349603174604,10.360153439762279,13.41005,-28.684,42.1347,0.3216291338582677,0.15490452528634385,0.17065,-0.3124,0.6772,-6.345320472440945,13.728431889237926,21.517425,-34.6909,27.8204,-1.9544350597609563,13.230332485154177,17.8437,-30.8858,29.7169,-0.08335254901960784,0.20946747079729844,0.2828,-0.5373,0.3774,0.7821124031007752,0.4971530768977607,0.6100000000000001,0.08,3.06,0.6011996124031007,0.379841772658904,0.4558500000000001,0.0658,2.2185
Jackson,20250128T130146,136,0.7331007352941176,0.043683610786050986,0.06932499999999997,0.6369,0.845,45.906900735294116,2.3027127346770597,2.813050000000004,41.5481,53.331,46.4733375,5.087871508611325,4.611550000000001,38.9078,65.798,49.98986985294117,4.167774567059159,5.066849999999995,41.6357,61.8619,43.08039926470589,3.3870332580570626,4.446074999999993,35.8779,54.3554,44.084008088235294,3.2917750629253297,4.067224999999993,36.63,56.051,0.3422794117647059,0.05665642929440715,0.06124999999999997,0.26,0.52,0.36790441176470584,0.049990944169026004,0.06625000000000003,0.265,0.515,0.3165073529411765,0.039380949770073205,0.06,0.235,0.455,0.32363970588235297,0.036016801181119086,0.05499999999999999,0.25,0.44,-0.014779411764705885,0.03192507227323716,0.036250000000000004,-0.085,0.08,-2.0328235294117647,4.381850876449616,5.111025,-11.1628,9.9027,0.007647058823529412,0.030977537719083723,0.05,-0.065,0.07,0.983158088235294,4.237585292515244,7.07225,-9.5941,9.2257,-10.508935606060604,28.012916153195732,36.02075,-75.8814,60.3003,-1.4078381679389314,23.415922490093582,30.89385,-54.7176,65.2541,-0.17985648854961833,0.4471751911205816,0.7101,-0.922,0.9118,23.29381515151515,9.302937831571771,10.899775000000002,-17.3151,41.9011,9.286491044776119,10.355852168124045,13.53535,-26.2957,33.0034,0.31387014925373136,0.1347275719780676,0.15197500000000003,-0.2288,0.5912,-8.907010370370369,13.803347783317099,20.9279,-37.2745,20.9977,-3.712930534351145,11.448284236391684,16.792,-32.2183,18.2492,-0.13774632352941177,0.20691740700027336,0.305925,-0.5686,0.3324,,,,,,,,,,
Jackson,20250413T144809,143,0.7389839160839161,0.04787234146680142,0.06690000000000007,0.65,0.8981,43.861221678321684,2.6349066056661434,3.3419999999999987,39.5969,53.906,47.62635314685315,2.833551065876556,3.713300000000004,38.3142,56.1798,47.73476223776224,3.7118316336536794,3.936549999999997,41.2587,59.5611,41.36233846153846,4.558692217704966,3.9542999999999964,31.2,67.5462,38.721430069930065,6.148934092904083,5.458199999999991,28.6765,74.5342,0.3522727272727273,0.03816073895300221,0.05499999999999999,0.25,0.5,0.3538811188811189,0.04687193963876311,0.05499999999999999,0.285,0.545,0.30709790209790216,0.050250823647557785,0.065,0.195,0.64,0.288006993006993,0.06634878991047581,0.057499999999999996,0.195,0.6,-0.011153846153846157,0.03671210946788264,0.03,-0.105,0.29,-1.5615678321678321,4.798762034352008,3.97025,-15.7156,35.7749,0.00818181818181818,0.05730307815191972,0.035,-0.055,0.32,0.8962552447552445,7.156368374054396,4.941000000000001,-8.2941,38.7692,-16.0384035971223,26.837759854301567,33.7738,-80.0993,67.2825,-7.245383802816901,25.292781253011984,28.658025,-63.2792,113.3688,-0.2997389705882353,0.43441916627331156,0.63015,-0.9334,0.9158,19.328265492957744,8.558385845341222,11.122425,-10.1316,39.2348,10.422846853146856,8.951481839887268,11.227449999999997,-16.287,33.2057,0.2928328571428572,0.11796318072248854,0.12710000000000002,-0.2347,0.5596,-9.05875815602837,11.668521647903548,17.8421,-31.3363,31.7296,-1.982451798561151,13.86134353265732,17.54745,-41.8162,32.2913,-0.11704892086330936,0.19044748614962362,0.2586,-0.5308,0.4626,,,,,,,,,,
Jackson,20250725T084940,237,0.7117683544303798,0.04951225463177075,0.07180000000000009,0.5881,0.8381,42.44941856540084,1.9815173030272126,2.0932999999999993,38.0682,50.1815,44.73575738396624,2.791392733179204,3.4664,38.3459,55.9524,46.76097805907173,3.1438583905403235,3.530999999999999,39.3443,57.9104,40.633385654008435,3.1051949604253433,3.5341999999999985,28.6853,51.9298,37.66753375527426,4.278545468009175,4.109099999999998,28.8,65.2819,0.3197679324894515,0.041185413550811345,0.05499999999999999,0.235,0.47,0.3338396624472573,0.04451270563106044,0.04999999999999999,0.24,0.485,0.2894514767932489,0.032343409722397194,0.034999999999999976,0.18,0.415,0.2689451476793249,0.04511455695959234,0.04999999999999999,0.18,0.55,-0.025759493670886074,0.02305238058400915,0.025,-0.085,0.05,-3.62543417721519,3.2175688505751316,3.7685,-12.8788,7.6514,-0.003966244725738397,0.039011717598571624,0.045,-0.09,0.27,-0.6706046413502111,5.464841542093443,6.0163,-13.211,37.1134,-32.99987682403433,25.913925643858146,27.628700000000002,-138.951,86.3115,-3.580985903083701,21.085363597681628,24.8737,-81.5531,60.5934,-0.4559035714285714,0.3383590855134816,0.410875,-0.958,0.9344,14.752120085470088,8.947530354078074,10.563600000000001,-27.5784,35.1934,10.73123362445415,8.964240744776538,11.119700000000002,-19.7496,30.9131,0.2775,0.12238040560160632,0.1264,-0.2795,0.5047,-6.658691452991454,15.445956996429484,25.59015,-42.9691,41.4737,-3.1899665198237885,12.297657628701813,16.6772,-26.401,59.6372,-0.12266077586206897,0.1961536650595103,0.24750000000000003,-0.5683,0.5367,0.8947252747252746,0.4619259840242535,0.6099999999999999,0.01,2.33,0.6314895604395605,0.31967200118786154,0.40535,0.0081,1.6077
Jackson,20250730T082406,151,0.730858940397351,0.0487194516547182,0.07315000000000005,0.635,0.8994,43.71265695364239,2.7138270170249723,3.0861500000000035,38.0858,54.9982,45.178530463576166,3.6652125001058873,5.241499999999995,37.2624,57.2973,47.72996688741721,3.4630172219173625,4.676699999999997,37.3016,56.9061,42.59911125827814,2.9787123948342304,3.5004500000000007,36.2264,52.2876,39.34299668874172,5.540959241748877,5.704549999999998,29.5455,74.8344,0.33139072847682116,0.046780191464612285,0.06,0.225,0.53,0.3501986754966887,0.04603940629034359,0.06,0.235,0.515,0.3120529801324503,0.038372175349588956,0.05500000000000005,0.235,0.43,0.28894039735099336,0.058414065861808716,0.04999999999999999,0.195,0.635,-0.010066225165562916,0.024879621881953157,0.025,-0.095,0.06,-1.4146933774834436,3.3878021361283555,3.5810500000000003,-13.4394,8.0957,0.011622516556291393,0.05077253085699711,0.037500000000000006,-0.06,0.34,1.4621562913907287,6.5207088292053665,5.2803,-9.2933,40.118,-14.763078620689653,23.033369235624413,26.908,-74.785,55.0919,-5.8108249999999995,20.69262355931045,27.7006,-48.9286,43.6903,-0.2693783216783217,0.43001826494779577,0.6207999999999999,-0.9053,0.7074,18.862677852348995,8.2733763909501,10.8008,-7.5143,34.2537,11.897453378378378,9.507531094870028,13.473549999999998,-12.9513,31.1879,0.3020993288590603,0.13598937135367656,0.1713,-0.1703,0.5254,-7.732469333333332,15.66752123242804,23.935025,-36.7958,24.6365,-2.4572700680272104,10.117860340394508,11.576999999999998,-22.1229,34.953,-0.11028590604026844,0.22848306165267548,0.32730000000000004,-0.481,0.508,1.0055960264900663,0.43811601475420403,0.6399999999999999,0.13,2.18,0.7328880794701986,0.3119701083815889,0.4975,0.0913,1.386
Perseo,20241018T180653,337,0.7263813056379822,0.01848768510850367,0.02429999999999999,0.675,0.7925,46.26077448071217,1.63692192631742,2.1554999999999964,41.6503,55.281,50.45075103857567,2.069606471494423,2.239600000000003,41.9118,55.5556,49.90956379821959,1.9067322871541268,2.3842,40.458,55.082,45.48972670623146,2.8853123431130236,2.5889999999999986,34.657,67.4419,39.19304272997033,5.150444793183691,8.275300000000001,31.1594,60.177,0.36669139465875367,0.021861707188687258,0.025000000000000022,0.285,0.45,0.36265578635014833,0.02043049127796441,0.025000000000000022,0.265,0.42,0.33065281899109794,0.02845246557135536,0.025000000000000022,0.24,0.58,0.28501483679525225,0.0411362039961681,0.06,0.215,0.51,-0.013857566765578637,0.029003035719843386,0.025,-0.1,0.195,-1.920854896142433,3.955431505844068,3.581,-13.7812,24.9002,-0.020059347181008904,0.032488496730545324,0.03,-0.06,0.22,-2.769906231454006,4.4547996624818005,4.1453,-8.2262,29.7046,8.18248105590062,16.802858689038104,20.141,-35.282,48.7885,-5.909256615384615,14.733949282620534,19.729400000000002,-43.1451,34.5469,0.026555623100303946,0.4143077908821682,0.6719999999999999,-0.9532,0.8815,0.8605667673716006,7.505578063029228,11.6568,-14.6797,18.1663,4.86498303030303,9.83320561194379,16.375,-15.7447,23.5782,0.0765903903903904,0.1248636845790415,0.1794,-0.2406,0.3767,-5.976288095238095,21.589038159148526,38.984700000000004,-42.0923,36.2621,-3.9074203647416423,9.711414141066667,14.6439,-31.12,14.9181,-0.1406045045045045,0.21966609164137674,0.36329999999999996,-0.5282,0.4287,2.0902232142857144,0.545778905445313,0.67625,0.44,3.51,1.5177629464285716,0.3896884774124723,0.451225,0.3124,2.5012
Perseo,20241020T110211,921,0.7301024972855592,0.02944662607558032,0.03190000000000004,0.5875,0.8138,47.053776112920744,2.580933550265351,3.7593999999999994,38.3566,57.0032,55.66111954397394,5.486296894703659,8.388200000000005,43.8662,72.5352,48.63967513572204,3.7609372213470547,4.909800000000004,35.5932,57.0492,43.0924016286645,4.477330192238931,3.982200000000006,33.9483,73.4007,40.82190488599349,4.117557691297219,5.503399999999999,25.7261,63.8554,0.40706840390879484,0.05014635851526039,0.08000000000000002,0.28,0.565,0.35564060803474484,0.036128124075228564,0.03999999999999998,0.21,0.45,0.3150217155266015,0.04130085226104362,0.03500000000000003,0.22,0.585,0.2985504885993486,0.03734809671944956,0.03999999999999998,0.145,0.545,-0.002035830618892508,0.04485917357577727,0.04,-0.095,0.22,-0.27932529858849064,6.143284429733763,5.382,-12.7517,29.3578,-0.0192128121606949,0.034555473498616554,0.035,-0.145,0.215,-2.6401385450597177,4.837279434248325,4.8286999999999995,-24.4984,27.8912,8.307879101123596,18.671205065990133,26.840275,-46.6018,58.2411,-5.1089194690265485,20.86410976749858,27.91175,-83.5483,53.0446,0.02805605022831052,0.48458150950860535,0.8093250000000001,-0.9359,0.9367,2.3515223344556673,7.135057619332673,10.03295,-22.0781,24.9078,6.03607653631285,9.762560924094274,16.2869,-26.2796,28.0798,0.10629744444444444,0.1333858750467322,0.183525,-0.3716,0.7123,-3.523887185104052,24.791622684645937,43.8033,-48.8985,50.0856,-1.8519041387024608,9.306017361813888,12.975375,-34.6865,32.2766,-0.07971677704194259,0.28263791475373823,0.4768,-0.7791,0.9,2.304153094462541,0.5052716008910894,0.675,0.68,4.07,1.6764619978284472,0.35098282178006945,0.47809999999999997,0.5032,2.6256
Perseo,20250505T123314,268,0.7248555970149254,0.019112431157125753,0.02134999999999998,0.6675,0.8037,45.83043544776119,1.5440414767250794,1.848675,42.5795,52.3452,50.93307574626865,3.6134656017392257,4.996649999999995,42.1053,60.6061,45.66562723880597,2.932851911143991,3.354599999999998,40.0,54.7855,48.20408208955224,2.663043073297879,3.4452,40.146,58.7814,38.51893470149253,4.8331050319866335,5.929574999999993,31.9392,61.7647,0.36966417910447763,0.03407525138574195,0.05499999999999999,0.3,0.5,0.33113805970149257,0.02611038880813111,0.02999999999999997,0.27,0.415,0.34940298507462686,0.02299686329465466,0.02999999999999997,0.275,0.43,0.2801865671641791,0.046783855198910505,0.04999999999999999,0.21,0.56,0.02574626865671642,0.020116770191901345,0.021250000000000005,-0.035,0.14,3.560675,2.811788483250687,2.9812000000000003,-4.9037,19.327,0.0011194029850746274,0.04310574833728264,0.04125,-0.055,0.25,0.1133268656716419,5.755967607780845,5.6622,-7.7739,31.6832,-1.6446564705882352,26.332128199986023,30.55215,-82.5031,56.6288,-9.960526562499998,18.388459700381286,20.537225,-67.1622,52.6106,-0.19557459016393441,0.49909194557072967,0.825225,-0.9982,0.9221,-4.824463565891473,6.219919110874909,7.9864749999999995,-19.4179,13.9133,3.05969846743295,6.09438099486839,8.2273,-13.1448,17.3068,-0.017564367816091952,0.10954048564204451,0.1449,-0.2686,0.2632,-14.90074097744361,17.171001392793997,17.039525,-41.4277,42.0086,4.127639230769232,7.459452793412011,10.457375,-20.7492,22.4725,-0.15804415094339622,0.21984374042123958,0.2652,-0.6275,0.4712,2.232985074626866,0.4767171286519729,0.5912499999999998,0.6,3.72,1.6166798507462685,0.3401047834305439,0.41447500000000015,0.4185,2.604
Perseo,20250508T130406,676,0.7465073964497042,0.016886622494908736,0.021299999999999986,0.6962,0.7988,47.09858224852071,1.3546128797212287,1.5311499999999967,43.4826,52.9648,49.64050044378698,3.501592306549792,6.1971499999999935,42.2145,58.6319,49.85155976331361,4.2865591070634945,6.944600000000001,41.2587,61.1465,44.84892795857988,2.187484452648778,2.9189000000000007,36.3636,64.1618,44.05332943786982,2.345010313029265,3.0379000000000076,37.3333,65.0746,0.3708210059171598,0.031034493156891576,0.050000000000000044,0.3,0.455,0.37247781065088753,0.037673542482751066,0.06,0.295,0.48,0.3349112426035503,0.02059646408187267,0.024999999999999967,0.27,0.555,0.32903106508875735,0.02298599727154793,0.025000000000000022,0.275,0.57,0.009341715976331363,0.02932656648234934,0.045,-0.05,0.22,1.254003402366864,3.9169884745340844,6.203524999999999,-6.6667,28.16,0.012448224852071007,0.03047216551081094,0.05,-0.06,0.235,1.667367899408284,4.074170615597444,6.7164,-8.1081,30.1041,-13.852872560975609,27.922014012861275,41.692924999999995,-84.6842,72.8249,-6.634792944785277,17.384093866626994,23.990800000000004,-49.3427,38.5101,-0.30265321821036106,0.4482459424762123,0.6474,-0.991,0.9947,-2.5844603658536585,9.312324318347748,14.9271,-23.9916,16.1359,2.6791287234042556,7.086331183696799,9.816575,-14.8578,26.4337,0.0028802690582959587,0.1444350816585083,0.20290000000000002,-0.3954,0.3975,-3.4160806060606057,16.58629455541307,29.153225,-38.0194,27.7936,-0.7700045385779125,8.967398955739819,12.2786,-20.3291,21.982,-0.0519561377245509,0.20977920213983983,0.346375,-0.5063,0.5629,2.3902514792899408,0.4114070836973119,0.5412500000000002,0.87,4.58,1.7822278106508878,0.2976356315217447,0.37664999999999993,0.6742,3.2632
