segment,gait,direction,surface,ts_hoof_on_LF,ts_hoof_on_RF,ts_hoof_on_LH,ts_hoof_on_RH,ts_raw_hoof_on_LF,ts_raw_hoof_on_RF,ts_raw_hoof_on_LH,ts_raw_hoof_on_RH,stride_dur,duty_factor,stance_dur_LF,stance_dur_RF,stance_dur_LH,stance_dur_RH,swing_dur_LF,swing_dur_RF,swing_dur_LH,swing_dur_RH,swing_intensity_LF,swing_intensity_RF,swing_intensity_LH,swing_intensity_RH,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,suspension_sec,suspension_perc,suspension_L_sec,suspension_L_perc,suspension_R_sec,suspension_R_perc,dap_L_sec,dap_L_perc,dap_R_sec,dap_R_perc,lap_L_sec,lap_L_perc,lap_R_sec,lap_R_perc,rom_sagittal_LF,rom_sagittal_RF,rom_sagittal_LH,rom_sagittal_RH,rom_coronal_LF,rom_coronal_RF,rom_coronal_LH,rom_coronal_RH,protraction_LF,protraction_RF,protraction_LH,protraction_RH,retraction_LF,retraction_RF,retraction_LH,retraction_RH,abduction_LF,abduction_RF,abduction_LH,abduction_RH,adduction_LF,adduction_RF,adduction_LH,adduction_RH,stride_speed,stride_length,min_diff_head,max_diff_head,si_up_head,min_diff_wth,max_diff_wth,si_up_wth,min_diff_sac,max_diff_sac,si_up_sac,min_diff_stn,max_diff_stn,si_up_stn,hiphike_swing,hiphike_stance,romz_head,romz_wth,romz_sac,romz_stn,romz_ltc,romz_rtc,horse_name,horse_ueln,horse_chip,horse_age,horse_color,horse_sex,horse_breed,horse_discipline,horse_sire,measurement,date,exam_type,exam_purpose,flexion_test,diagnostic_analgesia,inconclusive
1,"walk","left","soft",86.455,87.15,86.015,86.735,3263.82,3264.515,3263.38,3264.1,1.4294,66.1964,0.99,0.98,0.92,0.895,0.485,0.485,0.45,0.51,167.652,186.2751,124.2024,107.5663,68.0412,66.8942,67.1533,62.697,,,,,,,,,-0.28,-19.589,0.44,32.1168,0.415,29.0718,61.5267,74.4315,50.3176,55.5081,15.7168,12.9937,9.494,12.2814,30.8239,36.2788,23.9488,34.2363,-30.7027,-38.1526,-26.3689,-21.2718,11.7783,0.865,9.6419,6.0128,-3.9385,-12.1286,0.1478,-6.2686,0.2933,0.4019,-0.3296,61.3865,-0.3989,14.4529,9.3141,-0.7913,-2.3025,-12.3707,0.1819,,,,,,154.7151,34.9085,63.0184,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",87.89,88.615,87.385,88.185,3265.255,3265.98,3264.75,3265.55,1.435,65.7658,0.92,0.95,1.005,0.9,0.445,0.485,0.45,0.555,161.8443,190.3235,117.4899,105.8465,65.3641,66.9014,68.8356,61.9621,,,,,,,-0.235,-16.3763,-0.295,-20.5575,0.505,34.589,0.43,29.6041,61.2896,68.0485,48.6058,54.8286,16.5037,14.3528,11.4714,16.2087,31.7275,32.8123,22.455,32.7511,-29.5622,-35.2362,-26.1508,-22.0775,12.5557,2.3881,9.8631,9.1286,-3.948,-11.9646,-1.6083,-7.0801,0.2933,0.4283,43.8964,52.5057,-0.097,0.4984,9.5249,-0.2381,11.2114,-4.3199,0.2614,,,,,,134.8038,30.2202,60.6326,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",89.34,90.02,88.85,89.635,3266.705,3267.385,3266.215,3267,1.3744,64.2622,0.855,0.895,0.965,0.82,0.53,0.455,0.46,0.55,148.1294,180.9706,109.3056,110.1819,62.5229,65.4479,68.5613,60.5166,,,,,,,-0.235,-17.0987,-0.295,-21.4643,0.49,34.8135,0.385,28.4133,69.6661,71.1012,48.8696,55.7651,15.82,10.619,13.2959,13.6811,35.7061,34.9294,22.0851,33.209,-33.96,-36.1718,-26.7845,-22.556,9.6859,1.8166,11.8445,6.3753,-6.1341,-8.8024,-1.4513,-7.3057,0.6233,0.8773,72.7632,44.2039,0.2913,-1.4683,-2.9187,,14.7461,-5.2275,0.3293,,,,,,161.4896,22.5291,61.6277,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",90.69,91.405,90.24,90.975,3268.055,3268.77,3267.605,3268.34,1.4088,66.736,0.98,0.965,0.92,0.895,0.495,0.49,0.425,0.52,180.8716,177.6695,120.7805,114.3238,67.8201,69.1756,67.031,62.9174,,,,,,,-0.22,-15.6167,-0.285,-20.2307,0.45,32.7869,0.43,30.2285,64.3251,69.9257,51.3861,55.4133,18.0133,10.1625,9.6844,12.5435,34.6688,34.9904,25.2501,34.6516,-29.6563,-34.9353,-26.136,-20.7617,11.8949,2.414,9.6629,5.5708,-6.1184,-7.7485,-0.0215,-6.9727,0.6567,0.9013,30.4592,62.8233,-0.269,11.3746,-14.1553,,3.4023,-3.1339,0.1061,,,,,,153.749,35.8846,64.5607,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",92.105,92.74,91.64,92.405,3269.47,3270.105,3269.005,3269.77,1.3431,65.5261,0.865,0.925,0.92,0.81,0.435,0.37,0.48,0.535,170.1767,203.3273,111.2482,114.6908,65.283,70.2087,65.4804,61.1321,,,,,,,-0.235,-17.4965,-0.3,-22.336,0.465,33.0961,0.335,25.283,68.5941,66.9942,51.8748,54.0196,15.5677,10.4009,14.1159,11.4069,36.3707,27.6625,25.3483,32.8371,-32.2235,-39.3317,-26.5265,-21.1824,10.3495,1.2986,11.6504,5.9989,-5.2182,-9.1023,-2.4655,-5.408,0.615,0.8641,30.2322,61.4995,-0.3226,7.9953,-15.6901,0.1791,0.204,-11.4978,0.204,,,,,,129.615,35.2919,68.4735,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",93.455,94.08,93.05,93.71,3270.82,3271.445,3270.415,3271.075,1.3588,66.0418,0.945,0.93,0.845,0.87,0.485,0.415,0.49,0.495,177.9406,193.205,115.0828,119.196,68.7273,68.5083,63.7736,63.1579,,,,,,,-0.31,-22.8151,-0.255,-18.7672,0.405,30.566,0.37,26.8603,55.6875,77.2898,51.1621,51.8338,11.8944,13.112,8.8199,14.6156,24.3022,39.7066,26.4574,31.7539,-31.3853,-37.5832,-24.7047,-20.08,8.9232,2.1182,7.084,8.7694,-2.9712,-10.9939,-1.7359,-5.8462,0.69,0.9142,-31.1315,38.5841,-0.5379,17.1754,-12.3872,,14.13,-8.0656,0.3241,,,,,,129.6157,38.0781,68.4778,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",94.775,95.45,94.365,95.1,3272.14,3272.815,3271.73,3272.465,1.31,64.3354,0.845,0.9,0.895,0.735,0.375,0.44,0.47,0.52,171.38,206.2148,114.3836,112.8518,66.0156,67.1642,66.1738,57.9882,,,,,,,-0.285,-21.7557,-0.325,-24.8092,0.41,30.3142,0.35,27.6134,68.9533,74.2862,44.6841,51.8914,19.0618,11.8203,15.7405,13.2116,34.2138,37.1911,20.451,30.3369,-34.7396,-37.0951,-24.2331,-21.5544,13.5001,2.2046,11.2546,7.349,-5.5618,-9.6157,-4.4859,-5.8626,0.6733,0.9107,46.0635,-11.6039,0.4572,,,,17.621,-4.7891,0.4106,,,,,,160.0901,28.51,54.5808,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",96.115,96.79,95.705,96.38,3273.48,3274.155,3273.07,3273.745,1.3388,63.7759,0.85,0.91,0.82,0.835,0.495,0.44,0.445,0.545,174.5685,195.8684,113.5817,105.5573,62.8466,67.035,63.9376,61.2844,,,,,,,-0.255,-19.0476,-0.265,-19.7946,0.41,31.9688,0.41,30.0917,69.7389,72.8621,46.4251,54.8124,15.7988,10.5689,15.1488,8.9487,34.6801,33.4539,23.0068,32.0821,-35.0588,-39.4082,-23.4183,-22.7303,10.7677,2.3616,12.4422,3.8688,-5.031,-8.2073,-2.7067,-5.08,0.56,0.7182,40.8576,46.501,-0.0527,5.1423,-11.1918,,4.9391,-2.8205,0.1502,,,,,,147.9829,36.9169,68.3735,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",97.475,98.155,97.005,97.725,3274.84,3275.52,3274.37,3275.09,1.3431,63.3894,0.875,0.865,0.835,0.83,0.51,0.455,0.48,0.51,165.5691,189.6384,108.7535,114.3334,63.9854,65.7795,62.1974,61.5955,,,,,,,-0.215,-16.0074,-0.25,-18.6133,0.47,35.0093,0.43,31.9109,65.946,77.5008,49.9014,53.6639,11.689,11.16,16.8952,9.6639,33.8603,38.3924,25.428,31.7985,-32.0857,-39.1085,-24.4733,-21.8655,8.3291,1.5181,14.1242,4.4729,-3.3599,-9.6419,-2.7711,-5.191,0.5333,0.716,-18.0515,46.9336,-0.5195,-3.4596,4.7616,0.0407,9.3263,,0.3529,,,,,,136.7118,36.903,68.3826,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
1,"walk","left","soft",98.825,99.465,98.375,99.08,3276.19,3276.83,3275.74,3276.445,1.255,62.3113,0.795,0.825,0.82,0.69,0.475,0.445,0.535,0.525,163.0874,205.7085,100.577,105.5736,62.7219,66.6667,62.5954,57.2614,,,,,,,-0.22,-17.5299,-0.255,-20.3187,0.45,34.3511,0.385,31.9502,68.2075,69.7754,50.3607,60.8215,15.2143,10.3095,12.8552,10.3559,30.3281,30.0314,23.6092,36.8008,-37.8794,-39.7441,-26.7515,-24.0206,10.5073,1.2258,10.0738,4.0908,-4.707,-9.0837,-2.7814,-6.265,0.5133,0.6725,41.5303,12.7543,0.2151,7.3147,-4.9434,,7.7607,-3.7194,0.1742,,,,,,174.3783,35.1719,65.8857,,,,"Jackson","","N/A",,"Bay","Gelding","Thoroughbred","Dressage","","20250725T084940_logfile.itlog","2025-07-25T15:49:40.787Z","In hand","Research",,,
