segment,gait,direction,surface,ts_hoof_on_LF,ts_hoof_on_RF,ts_hoof_on_LH,ts_hoof_on_RH,ts_raw_hoof_on_LF,ts_raw_hoof_on_RF,ts_raw_hoof_on_LH,ts_raw_hoof_on_RH,stride_dur,duty_factor,stance_dur_LF,stance_dur_RF,stance_dur_LH,stance_dur_RH,swing_dur_LF,swing_dur_RF,swing_dur_LH,swing_dur_RH,swing_intensity_LF,swing_intensity_RF,swing_intensity_LH,swing_intensity_RH,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,suspension_sec,suspension_perc,suspension_L_sec,suspension_L_perc,suspension_R_sec,suspension_R_perc,dap_L_sec,dap_L_perc,dap_R_sec,dap_R_perc,lap_L_sec,lap_L_perc,lap_R_sec,lap_R_perc,rom_sagittal_LF,rom_sagittal_RF,rom_sagittal_LH,rom_sagittal_RH,rom_coronal_LF,rom_coronal_RF,rom_coronal_LH,rom_coronal_RH,protraction_LF,protraction_RF,protraction_LH,protraction_RH,retraction_LF,retraction_RF,retraction_LH,retraction_RH,abduction_LF,abduction_RF,abduction_LH,abduction_RH,adduction_LF,adduction_RF,adduction_LH,adduction_RH,stride_speed,stride_length,min_diff_head,max_diff_head,si_up_head,min_diff_wth,max_diff_wth,si_up_wth,min_diff_sac,max_diff_sac,si_up_sac,min_diff_stn,max_diff_stn,si_up_stn,hiphike_swing,hiphike_stance,romz_head,romz_wth,romz_sac,romz_stn,romz_ltc,romz_rtc,horse_name,horse_ueln,horse_chip,horse_age,horse_color,horse_sex,horse_breed,horse_discipline,horse_sire,measurement,date,exam_type,exam_purpose,flexion_test,diagnostic_analgesia,inconclusive
1,"walk","left","soft",46.93,47.745,46.605,47.285,5626.785,5627.6,5626.46,5627.14,1.5844,69.8864,1.19,1.05,1.07,1.12,0.42,0.43,0.525,0.49,154.0936,158.4629,106.2743,108.6845,73.2308,69.8835,67.2956,69.1358,,,,,,,,,-0.355,-22.4063,0.325,20.4403,0.46,28.3951,65.4074,62.3796,45.4278,57.8682,17.5742,12.7603,5.3419,7.6371,31.3962,25.8921,22.729,31.8487,-34.0113,-36.4875,-22.6988,-26.0195,9.2748,11.012,4.7186,5.9401,-8.2994,-1.7483,-0.6233,-1.697,0.11,0.1749,-15.2647,-13.5053,-0.0335,-4.4208,1.2727,0.1186,13.461,-11.6742,0.5056,,,,,,65.9678,18.7531,49.7162,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",48.57,49.27,48.19,48.915,5628.425,5629.125,5628.045,5628.77,1.4294,66.5444,1.02,0.945,0.895,0.945,0.45,0.475,0.515,0.51,163.1488,155.5727,91.079,125.2275,70.3448,67.3797,62.3693,66.0839,,,,,,,-0.445,-31.1325,-0.345,-24.1364,0.38,26.4808,0.355,24.8252,65.1441,73.2096,51.3738,50.6554,14.2656,25.3658,16.3875,16.7933,32.9446,36.8008,25.7999,25.44,-32.1994,-36.4088,-25.5739,-25.2154,12.4593,20.0796,11.7359,6.9891,-1.8063,-5.2862,-4.6516,-9.8042,0.11,0.1579,-11.6041,-1.4952,-0.256,-4.3499,-7.4779,0.2281,-11.145,2.451,-0.2825,,,,,,57.2094,25.0658,56.4093,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",50,50.655,49.65,50.32,5629.855,5630.51,5629.505,5630.175,1.3112,63.7197,0.84,0.85,0.835,0.815,0.41,0.44,0.565,0.46,174.2807,186.1299,101.2132,121.4593,65.625,65.2591,61.0603,62.9344,,,,,,,-0.38,-28.98,-0.32,-24.4042,0.35,25.5941,0.335,25.8687,67.3877,64.6555,48.5703,54.7504,19.5949,28.0569,21.9264,24.2379,29.5242,28.9344,23.8627,28.4295,-37.8635,-35.7212,-24.7076,-26.3208,18.6369,22.032,12.5648,14.6079,-0.958,-6.0248,-9.3616,-9.63,0.1667,0.2279,4.9845,-19.7398,0.3084,2.9525,1.3294,-0.3145,-11.4035,-14.7618,0.0776,,,,,,85.8118,24.1813,56.0892,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",51.31,51.97,50.985,51.635,5631.165,5631.825,5630.84,5631.49,1.3187,63.686,0.9,0.845,0.8,0.815,0.47,0.465,0.5,0.5,183.1743,159.0041,115.5626,130.4194,67.2897,64.8752,61.1855,61.3936,,,,,,,-0.33,-25.0237,-0.325,-24.6445,0.325,24.8566,0.335,25.2354,61.2653,70.3076,49.0882,58.6817,12.5082,24.919,25.2392,22.5555,26.1486,30.3821,27.9452,34.0467,-35.1167,-39.9255,-21.143,-24.6349,11.799,20.4865,19.1934,13.7858,-0.7091,-4.4326,-6.0458,-8.7697,0.255,0.3334,-8.1514,6.9759,-0.1763,-1.5374,-4.0159,0.4056,-0.2067,-13.3429,0.2488,,,,,,95.7337,30.128,57.0289,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",52.615,53.265,52.3,52.975,5632.47,5633.12,5632.155,5632.83,1.2931,63.6191,0.835,0.85,0.825,0.78,0.405,0.45,0.515,0.525,181.28,183.4737,119.5727,129.3865,65.748,65.764,62.3819,60.5825,,,,,,,-0.33,-25.5196,-0.36,-27.8395,0.315,23.8185,0.29,22.5243,70.6612,65.8087,48.0966,55.6959,17.7566,23.4742,23.7442,19.6894,33.8581,26.9081,25.8557,28.9584,-36.8031,-38.9006,-22.2409,-26.7375,15.5612,16.9683,16.2565,10.4895,-2.1954,-6.5058,-7.4877,-9.1998,0.3367,0.4452,24.9604,30.8047,-0.0721,2.7142,-4.766,-0.2176,8.1418,-13.6473,0.3821,,,,,,106.0578,31.9725,59.7131,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",53.915,54.55,53.605,54.245,5633.77,5634.405,5633.46,5634.1,1.3019,63.7413,0.86,0.87,0.785,0.805,0.465,0.435,0.48,0.49,179.8173,175.3607,123.6264,124.7318,66.0269,66.1597,61.3281,61.4504,,,,,,,-0.34,-26.1162,-0.33,-25.3481,0.31,24.2188,0.305,23.2824,68.7581,66.0176,52.063,55.322,12.4831,19.1369,21.1993,22.416,31.5915,29.8071,27.338,29.4603,-37.1666,-36.2105,-24.725,-25.8617,10.0665,16.5582,13.5447,10.8597,-2.4166,-2.5787,-7.6546,-11.5563,0.29,0.3712,43.7367,-7.1054,0.5992,-1.0553,5.8397,-0.0886,-7.6429,-10.9632,0.0576,,,,,,102.4946,31.9724,65.3176,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",55.195,55.875,54.9,55.57,5635.05,5635.73,5634.755,5635.425,1.3331,64.1238,0.905,0.895,0.805,0.815,0.42,0.455,0.51,0.52,188.3854,164.0596,116.9677,119.1057,67.9174,66.5428,61.1006,60.9346,,,,,,,-0.35,-26.2541,-0.375,-28.1294,0.295,22.3909,0.305,22.8037,63.9127,63.0916,49.3842,52.7326,10.8391,20.2791,21.208,24.2987,27.7762,25.5708,25.6114,27.7508,-36.1365,-37.5208,-23.7728,-24.9818,11.608,18.0997,14.0859,11.5932,0.7688,-2.1795,-7.1221,-12.7054,0.205,0.2701,-8.8258,15.2476,-0.2748,-3.3879,1.7685,0.1255,-12.9,-11.5607,-0.0263,,,,,,87.5939,28.2145,65.6698,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",56.535,57.215,56.22,56.91,5636.39,5637.07,5636.075,5636.765,1.36,64.6117,0.91,0.9,0.865,0.84,0.435,0.445,0.515,0.525,169.2973,165.8465,115.3612,110.7166,66.789,66.1765,62.7949,62.6866,,,,,,,-0.345,-25.3676,-0.375,-27.5735,0.315,22.8675,0.305,22.7612,69.2136,71.9387,48.2965,55.1312,14.142,20.9068,17.2581,19.4114,32.7938,29.3985,25.1215,27.4535,-36.4198,-42.5402,-23.175,-27.6778,13.4188,17.8147,12.6462,9.5596,-0.7232,-3.092,-4.6118,-9.8518,0.3733,0.5143,30.8635,-11.3678,0.4882,1.655,-2.2229,-0.085,2.3278,-19.6884,0.3904,,,,,,97.4704,27.7776,56.3939,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",57.915,58.59,57.595,58.225,5637.77,5638.445,5637.45,5638.08,1.3156,62.9942,0.86,0.825,0.81,0.82,0.47,0.475,0.51,0.475,166.743,178.6923,115.0964,120.4694,65.0284,63.4615,61.2476,62.2391,,,,,,,-0.38,-28.8836,-0.31,-23.5629,0.32,24.1966,0.365,27.704,70.1905,67.3857,50.8338,57.8724,11.0309,19.9535,20.7604,22.6898,31.7995,31.5614,26.1007,29.0536,-38.3909,-35.8243,-24.733,-28.8187,10.9677,14.9034,13.3465,11.5236,-0.0632,-5.05,-7.4139,-11.1662,0.47,0.6216,29.0484,19.0982,0.1267,-9.1213,1.4455,0.474,-3.5722,-6.1267,0.0534,,,,,,99.4177,30.3122,61.6491,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",59.23,59.89,58.92,59.565,5639.085,5639.745,5638.775,5639.42,1.3331,63.363,0.905,0.88,0.8,0.795,0.455,0.475,0.515,0.52,185.844,156.9479,116.7636,124.8692,67.7903,64.825,60.8365,60,,,,,,,-0.33,-24.7539,-0.335,-25.1289,0.31,23.5741,0.325,24.5283,67.9504,67.3575,51.513,55.5535,8.7358,18.5729,20.3154,20.6987,33.4377,31.3946,28.4715,28.6443,-34.5127,-35.963,-23.0415,-26.9092,9.8706,14.4509,13.403,10.0927,1.1348,-4.1221,-6.9125,-10.6061,0.52,0.6838,0.8533,14.314,-0.1612,-8.5231,-6.4835,0.4915,10.0227,-11.9362,0.3562,,,,,,93.666,32.4581,61.6484,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",60.54,61.25,60.235,60.9,5640.395,5641.105,5640.09,5640.755,1.3288,63.2217,0.89,0.825,0.84,0.805,0.405,0.48,0.515,0.54,185.258,155.2999,116.1829,113.3927,67.0433,62.9771,62.4535,60.4128,,,,,,,-0.345,-25.9643,-0.36,-27.0931,0.305,22.6766,0.35,26.2664,68.9984,67.1485,52.3654,58.3158,10.2983,19.9535,17.0802,20.8805,30.1911,28.3669,27.6346,30.0653,-38.8072,-38.7816,-24.7309,-28.2505,9.5572,15.3877,11.8593,11.3957,-0.7412,-4.5657,-5.2209,-9.4848,0.44,0.5918,7.4174,-5.1295,0.1235,-5.3006,-4.3729,0.145,1.1707,-0.1226,0.025,,,,,,107.4697,28.9664,57.6446,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",61.9,62.565,61.57,62.22,5641.755,5642.42,5641.425,5642.075,1.3219,62.1227,0.85,0.855,0.795,0.785,0.47,0.49,0.495,0.515,178.1218,167.9232,122.7765,124.48,64.5161,63.6872,61.1538,59.1337,,,,,,,-0.32,-24.208,-0.32,-24.208,0.33,25.3846,0.345,25.9887,71.7361,71.8304,53.6228,56.9459,11.0362,16.412,19.3202,15.432,33.3728,33.7097,27.7935,27.2312,-38.3633,-38.1207,-25.8293,-29.7148,9.1023,12.2044,12.9991,9.5301,-1.9339,-4.2077,-6.3211,-5.9019,0.3633,0.4723,5.7249,16.7166,-0.1107,-1.0143,1.3137,0.0923,2.5436,-6.9044,0.1639,,,,,,104.9871,28.4872,61.2962,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",63.215,63.905,62.88,63.575,5643.07,5643.76,5642.735,5643.43,1.3112,62.2598,0.865,0.81,0.82,0.77,0.465,0.485,0.515,0.57,178.068,170.1701,118.847,110.1334,65.4064,63.6542,61.4232,58.5551,,,,,,,-0.315,-24.0229,-0.36,-27.4547,0.335,25.0936,0.33,25.0951,71.5,70.7617,51.8336,57.4725,12.8629,20.9578,19.8549,19.8648,33.3507,32.7467,24.8717,28.7828,-38.1493,-38.015,-26.9618,-28.6896,9.5939,16.689,13.276,10.6684,-3.269,-4.2688,-6.5789,-9.1963,0.32,0.4272,9.6599,1.9969,0.0816,-0.7221,-3.8099,-0.0171,1.0635,-8.9635,0.1657,,,,,,107.9162,30.8675,64.8515,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",64.53,65.155,64.215,64.865,5644.385,5645.01,5644.07,5644.72,1.3094,62.4096,0.825,0.88,0.785,0.78,0.45,0.44,0.515,0.52,177.582,179.4496,116.3191,121.2379,63.5838,65.5493,60.735,59.7701,,,,,,,-0.31,-23.6754,-0.335,-25.5847,0.315,24.3714,0.29,22.2222,71.26,67.4698,54.6437,61.9628,13.8116,24.0805,17.0333,20.1221,34.3,27.6708,28.115,34.4589,-36.96,-39.799,-26.5287,-27.5039,14.029,17.6352,11.6432,11.3185,0.2175,-6.4454,-5.3901,-8.8036,0.3667,0.4739,-39.1422,-11.7589,-0.2844,1.5014,2.8944,-0.1966,7.5849,-12.4259,0.3086,,,,,,119.2978,33.0122,71.0869,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
1,"walk","left","soft",65.85,66.52,65.5,66.175,5645.705,5646.375,5645.355,5646.03,1.3175,63.0831,0.89,0.825,0.81,0.8,0.495,0.485,0.5,0.53,172.8336,161.9871,124.1672,130.5901,66.4179,63.8298,61.3636,60.7211,,,,,,,-0.345,-26.186,-0.325,-24.6679,0.35,26.5152,0.345,26.186,69.6463,76.6996,51.3016,59.1953,13.7115,17.5971,19.9234,20.0518,29.6178,35.1896,24.8059,31.5411,-40.0285,-41.5101,-26.4957,-27.6541,7.2752,14.6797,14.9748,11.0568,-6.4364,-2.9175,-4.9486,-8.995,0.3667,0.484,-36.4075,-2.0059,-0.3106,,,0.5875,4.821,-11.1525,0.2247,,,,,,123.7691,36.5745,74.3963,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250411T104319_logfile.itlog","2025-04-11T17:43:18.899Z","In hand","Research",,,
