segment,gait,direction,surface,stride_dur,duty_factor,stance_dur_LF,stance_dur_RF,stance_dur_LH,stance_dur_RH,swing_dur_LF,swing_dur_RF,swing_dur_LH,swing_dur_RH,swing_intensity_LF,swing_intensity_RF,swing_intensity_LH,swing_intensity_RH,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,suspension_sec,suspension_perc,suspension_L_sec,suspension_L_perc,suspension_R_sec,suspension_R_perc,dap_L_sec,dap_L_perc,dap_R_sec,dap_R_perc,lap_L_sec,lap_L_perc,lap_R_sec,lap_R_perc,rom_sagittal_LF,rom_sagittal_RF,rom_sagittal_LH,rom_sagittal_RH,rom_coronal_LF,rom_coronal_RF,rom_coronal_LH,rom_coronal_RH,protraction_LF,protraction_RF,protraction_LH,protraction_RH,retraction_LF,retraction_RF,retraction_LH,retraction_RH,abduction_LF,abduction_RF,abduction_LH,abduction_RH,adduction_LF,adduction_RF,adduction_LH,adduction_RH,stride_speed,stride_length,min_diff_head,max_diff_head,si_up_head,min_diff_wth,max_diff_wth,si_up_wth,min_diff_sac,max_diff_sac,si_up_sac,hiphike_swing,hiphike_stance,horse_name,measurement,exam_type,exam_purpose,flexion_test,diagnostic_analgesia,inconclusive
1,"walk","left","soft",1.2794,64.4565,0.875,0.85,0.815,0.76,0.425,0.46,0.485,0.505,194.36,180.8314,134.5143,124.8943,67.6983,65.6371,64.1732,60.3175,,,,,,,-0.3,-23.4489,-0.355,-27.7479,0.305,24.0157,0.3,23.8095,77.8759,74.4314,56.0525,60.5368,12.4201,11.4115,12.4137,9.3688,35.3202,32.9105,27.246,30.4419,-42.5557,-41.5209,-28.8065,-30.0949,8.1571,8.8865,9.2746,5.0195,-4.263,-2.525,-3.1391,-4.3492,,,0.8273,-13.1085,0.1495,0.6852,0.7501,-0.0967,20.5616,-4.541,0.3731,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.29,65.0281,0.88,0.845,0.835,0.795,0.41,0.43,0.425,0.495,203.3919,185.0115,146.5334,131.8679,68.0851,65.1252,65.748,61.1538,,,,,,,-0.28,-21.7054,-0.325,-25.1938,0.35,27.5591,0.325,25,73.2398,76.4508,56.3301,58.3778,13.2445,14.2606,11.1527,16.9503,30.7391,32.7827,25.0996,28.9834,-42.5006,-43.668,-31.2305,-29.3944,8.2631,12.3381,6.937,8.7816,-4.9814,-1.9225,-4.2156,-8.1688,,,-0.1609,-14.1404,0.1498,-0.3077,5.761,0.0468,9.7065,2.2995,0.1076,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2981,64.0348,0.875,0.835,0.845,0.77,0.415,0.475,0.445,0.515,193.4742,180.8733,130.3992,122.3992,67.6983,64.3545,64.6272,59.4595,,,,,,,-0.28,-21.5696,-0.34,-26.1916,0.365,27.9159,0.335,25.8687,74.1924,76.8041,55.3323,59.8147,15.9386,14.1237,14.0653,13.814,33.5707,35.3017,24.8214,31.1667,-40.6217,-41.5024,-30.5109,-28.648,11.1395,11.1378,8.475,6.0555,-4.7991,-2.9859,-5.5903,-7.7585,,,-0.3043,0.8363,-0.0112,6.4355,-3.7953,-0.2087,0.1995,-5.1495,0.0877,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2644,63.1906,0.835,0.805,0.805,0.75,0.42,0.45,0.48,0.535,193.8124,183.1571,133.3888,117.4996,66.4016,64.0159,63.6364,58.7084,,,,,,,-0.285,-22.5408,-0.35,-27.6817,0.335,26.4822,0.315,24.6575,71.5824,74.5737,57.2157,60.8275,13.3444,10.204,15.0169,16.7342,31.9166,34.8003,26.7271,32.2991,-39.6658,-39.7734,-30.4885,-28.5284,9.4146,9.6191,9.8518,8.033,-3.9298,-0.5849,-5.1651,-8.7012,,,16.8501,-7.8051,0.2403,-2.9904,-2.9156,0.1906,-4.5922,-2.3163,-0.0378,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2763,64.0384,0.86,0.825,0.845,0.74,0.425,0.455,0.44,0.52,186.4454,182.0546,140.6327,121.6545,67.5835,64.5793,65.3772,58.6139,,,,,,,-0.245,-19.1969,-0.36,-28.2076,0.35,27.0793,0.305,24.1584,75.086,76.2961,56.9074,60.1643,9.6043,12.6599,14.388,15.9787,34.3325,34.9995,24.6562,30.3088,-40.7535,-41.2966,-32.2512,-29.8555,9.1185,10.1739,9.2471,7.2346,-0.4858,-2.486,-5.141,-8.7441,,,-17.4457,-18.5862,0.0119,3.9043,-2.5431,-0.1693,14.3618,-3.7596,0.2539,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2587,64.2283,0.87,0.815,0.815,0.735,0.4,0.45,0.455,0.525,198.6687,184.7126,140.1648,116.777,68.5039,64.1732,65.2,59.0361,,,,,,,-0.285,-22.6415,-0.365,-28.997,0.31,24.8,0.315,25.3012,75.029,73.5195,57.0391,58.4434,11.8687,11.2184,13.2184,15.5965,34.1005,33.5833,26.3952,29.066,-40.9285,-39.9362,-30.644,-29.3774,7.7944,6.872,9.6168,7.596,-4.0743,-4.3465,-3.6015,-8.0005,,,9.1879,-29.0952,0.3502,3.7458,4.2598,-0.1894,6.0154,-1.4861,0.1136,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.27,64.5608,0.87,0.78,0.835,0.795,0.4,0.46,0.415,0.495,197.8963,178.4103,149.3327,122.8789,68.2353,63.286,64.8544,61.8677,,,,,,,-0.24,-18.8976,-0.325,-25.5906,0.35,27.1845,0.36,28.0156,73.5443,72.1018,57.6281,58.8246,13.1246,18.2937,12.3688,18.3134,33.9805,33.0636,26.3815,28.6219,-39.5638,-39.0381,-31.2466,-30.2028,10.3307,15.6021,7.4029,9.2498,-2.7939,-2.6916,-4.9659,-9.0636,,,-23.6027,-20.2069,-0.0392,-8.2645,7.397,0.0876,-3.7663,-5.6512,0.0325,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2694,63.8204,0.85,0.82,0.79,0.78,0.41,0.445,0.49,0.485,194.3278,177.2685,132.5691,128.0411,67.4603,64.4401,62.2047,61.1765,,,,,,,-0.29,-22.8459,-0.325,-25.6032,0.305,24.0157,0.305,23.9216,75.5715,73.1762,55.679,60.5373,14.1538,16.6136,13.2703,18.7103,34.3,30.679,26.6669,29.7567,-41.2715,-42.4972,-29.0121,-30.7806,8.8576,13.3851,8.3455,9.3882,-5.2962,-3.2285,-4.9248,-9.3221,,,15.1696,5.2496,0.1051,3.4227,-3.3521,-0.005,0.1166,-7.4006,0.1323,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2981,64.0348,0.855,0.85,0.81,0.81,0.41,0.46,0.47,0.505,201.3336,181.8401,136.194,128.5297,66.1509,65.0096,62.7907,62.1881,,,,,,,-0.325,-25.0361,-0.35,-26.962,0.305,23.6434,0.3,23.0326,72.2009,74.1174,55.3561,58.8263,12.3668,17.8258,15.1474,15.3433,30.4876,30.3962,25.1003,28.8721,-41.7133,-43.7212,-30.2558,-29.9542,10.6721,12.3522,10.3411,7.6515,-1.6947,-5.4737,-4.8063,-7.6918,,,28.6848,19.4906,0.1418,-2.107,-1.1337,0.0228,0.9463,-8.0777,0.1415,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2794,63.407,0.83,0.825,0.805,0.785,0.465,0.455,0.49,0.48,172.395,182.3027,133.9085,129.2027,64.5914,64.5793,62.5243,61.9329,,,,,,,-0.345,-26.9663,-0.32,-25.0122,0.325,25.2427,0.315,24.8521,74.1709,74.2407,57.485,60.46,16.1824,14.2108,11.7319,14.7959,32.8827,31.7678,26.9329,30.035,-41.2882,-42.4729,-30.5521,-30.4251,8.6112,10.7792,7.0598,8.0513,-7.5711,-3.4316,-4.6722,-6.7447,,,8.4511,15.9979,-0.0824,-2.2804,6.1109,-0.1379,1.699,-8.7814,0.1688,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.2781,63.6603,0.855,0.82,0.79,0.79,0.445,0.45,0.475,0.485,186.4495,181.2496,131.5773,131.4629,66.2791,64.4401,62.0825,61.8395,,,,,,,-0.32,-25.0367,-0.315,-24.6455,0.32,25.1473,0.32,25.0489,70.0426,72.1828,54.9659,59.9916,14.3092,16.2536,13.1085,18.2968,29.2798,28.6439,25.8849,31.0875,-40.7628,-43.5389,-29.081,-28.9041,9.2871,11.8534,9.8413,10.1051,-5.0222,-4.4002,-3.2672,-8.1917,,,3.9706,-2.8933,0.0851,,7.163,0.4973,8.9031,-5.9655,0.2402,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
1,"walk","left","soft",1.22,63.8143,0.82,0.745,0.81,0.74,0.425,0.455,0.49,0.49,184.0998,183.6223,126.2373,129.7087,65.4691,63.8116,63.5294,62.4473,,,,,,,-0.325,-26.6393,-0.315,-25.8197,0.32,25.098,0.315,26.5823,75.5892,78.9951,58.3615,61.3999,18.0529,12.9102,8.5363,15.6951,33.2338,27.4679,28.1638,29.9994,-42.3554,-51.5272,-30.1977,-31.4005,8.721,7.9624,4.3062,5.7948,-9.3318,-4.9478,-4.2301,-9.9003,,,4.8393,-34.7784,0.3305,-5.2355,-4.502,0.2107,24.0806,-6.4583,0.4383,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.78,53.1863,0.445,0.425,0.405,0.385,0.33,0.38,0.35,0.37,271.1521,269.2942,212.1284,196.4907,56.3291,53.7975,52.9412,49.6774,,,0,0,0,0,0,0,-0.02,-2.5641,,,,,82.5853,79.1911,56.7985,60.774,19.6663,30.0213,15.1509,18.391,28.9994,28.6115,24.6482,31.7357,-53.586,-50.5797,-32.1503,-29.0382,16.1859,24.0854,8.0505,11.3471,-3.4804,-5.9359,-7.1004,-7.0439,,,3.3709,15.5592,0.1888,-12.0883,-6.6198,-0.1953,20.09,-1.9778,0.2183,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7863,53.2692,0.45,0.435,0.41,0.38,0.36,0.35,0.37,0.41,274.0941,281.8207,199.9203,185.85,57.508,55.2381,52.2293,48.1013,,,0,0,0,0,0,0,-0.01,-1.2719,,,,,79.8534,76.9652,55.7823,57.9702,15.0122,35.7046,14.5428,21.0219,29.6864,24.4734,23.4953,31.6943,-50.167,-52.4918,-32.287,-26.2759,13.1177,30.3911,7.4612,12.3902,-1.8945,-5.3135,-7.0817,-8.6317,,,17.1443,11.8785,0.4836,-22.3025,-0.4408,-0.3203,11.6915,0.1128,0.2076,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7981,54.4892,0.5,0.43,0.42,0.39,0.305,0.355,0.38,0.41,287.278,283.1717,193.9373,178.9159,62.1118,54.4304,52.6646,48.75,,,0,0,0,0,0,0,-0.045,-5.6382,,,,,80.1895,76.6145,53.2251,60.0522,16.4395,32.3689,18.5067,18.8346,27.9313,25.4899,20.5022,33.6102,-52.2583,-51.1246,-32.7229,-26.4421,13.9502,26.1268,10.817,10.0264,-2.4892,-6.2421,-7.6897,-8.8082,,,21.8902,7.2422,0.4385,-21.4888,-1.1043,-0.3099,15.4829,4.047,0.2386,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7894,53.6921,0.455,0.44,0.425,0.375,0.305,0.365,0.375,0.41,296.3555,270.4714,192.3204,183.2758,59.0909,54.321,53.125,48.2315,,,0,0,0,0,0,0,-0.04,-5.0673,,,,,83.1056,76.607,52.3621,62.3826,17.4317,37.1588,18.8322,23.6201,29.5828,25.8627,19.1127,35.4893,-53.5228,-50.7444,-33.2495,-26.8933,18.1149,32.9893,10.6697,12.4909,0.6832,-4.1695,-8.1625,-11.1293,,,27.2872,14.4777,0.6509,-26.5072,4.2295,-0.3347,28.0248,-3.5581,0.3457,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7669,51.4933,0.43,0.385,0.395,0.37,0.325,0.375,0.375,0.395,295.2182,279.7362,189.3332,193.8084,55.3055,50.8251,51.634,48.2085,,,0,0,0,0,0.015,1.956,-0.03,-3.912,,,,,82.5555,75.9545,56.2233,62.5444,18.2624,37.9554,15.9018,19.0352,27.6239,28.049,25.4553,33.7092,-54.9315,-47.9055,-30.7679,-28.8352,12.7624,33.4519,12.7748,10.0511,-5.5,-4.5036,-3.127,-8.984,,,40.6766,31.4637,0.7946,-17.726,8.2924,-0.0387,14.4528,-8.2949,-0.033,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7581,50.6156,0.385,0.4,0.39,0.36,0.37,0.37,0.365,0.4,264.9042,272.9459,207.8431,187.5858,51.8519,51.9481,50.9804,47.6821,,,0,0,0,0,0.01,1.319,0,0,,,,,85.6433,83.3132,60.6975,60.152,30.4593,37.1848,20.0348,28.5206,33.8802,30.0429,26.3678,29.928,-51.7631,-53.2703,-34.3298,-30.224,27.1965,28.5729,11.1422,13.8467,-3.2628,-8.6119,-8.8926,-14.6739,,,19.5113,22.5324,0.4617,-11.933,7.1176,-0.2023,13.1835,-13.1639,0.0525,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7462,49.9426,0.395,0.375,0.375,0.345,0.345,0.37,0.385,0.39,309.7809,296.5519,210.7462,203.6355,53.7415,51.0204,48.5437,46.4646,,,0,0,0,0,0.005,0.67,-0.02,-2.6801,,,,,85.0167,75.5771,56.6976,58.8335,18.5763,45.5315,26.5858,21.5878,29.2871,27.8279,28.8798,31.0833,-55.7296,-47.7493,-27.8177,-27.7502,16.2921,41.4886,17.7211,11.5434,-2.2842,-4.0429,-8.8648,-10.0444,,,44.0231,12.8909,0.7284,-14.5531,8.4802,0.064,13.0891,,-0.2121,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7406,50.7014,0.43,0.405,0.325,0.345,0.335,0.35,0.41,0.405,294.4752,295.9328,199.8776,181.8376,56.2092,54.3624,45.4545,46.7797,,,0,0,0,0,-0.055,-7.4262,-0.04,-5.4008,,,,,88.389,85.8147,62.4716,60.6989,24.8424,35.7533,16.3498,25.3492,34.1783,30.723,34.2779,31.4617,-54.2107,-55.0917,-28.1937,-29.2371,21.2435,28.3344,9.835,11.8727,-3.5989,-7.4189,-6.5148,-13.4765,,,27.017,20.8411,0.5387,-16.7804,10.5433,-0.3333,13.3748,-18.8345,0.0794,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7456,51.3184,0.41,0.39,0.365,0.365,0.335,0.33,0.37,0.38,298.5384,321.0448,214.7359,201.9201,55.4054,52.5253,49.1582,48.1848,,,0,0,0,0,-0.015,-2.0117,0,0,,,,,84.4966,76.64,63.9954,59.2854,14.0231,42.2601,14.8739,22.7203,30.7308,24.7591,32.3019,30.0864,-53.7658,-51.8809,-31.6934,-29.1989,13.1875,38.2211,9.1304,12.9401,-0.8356,-4.039,-5.7436,-9.7802,,,13.0786,3.9151,0.4308,-20.0889,-13.4758,-0.2379,15.105,0.286,0.151,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7681,50.4492,0.425,0.395,0.365,0.365,0.325,0.375,0.385,0.405,286.4549,275.947,205.0654,183.1475,55.3746,51.1327,48.3444,46.9453,,,0,0,0,0,0,0,-0.035,-4.5566,,,,,83.4045,79.9074,59.8207,56.9457,18.2817,31.7859,20.9131,23.8319,29.6212,27.2878,24.9167,26.5326,-53.7833,-52.6197,-34.904,-30.4131,16.585,27.6363,13.9824,14.1971,-1.6967,-4.1495,-6.9307,-9.6348,,,-0.2001,26.9347,0.4117,,7.6553,-0.3374,27.7586,-4.7278,0.3243,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7806,51.591,0.435,0.39,0.395,0.39,0.36,0.38,0.395,0.42,275.8207,270.7082,187.1418,177.3109,56.129,51.4851,50,48.75,,,0,0,0,0,0.015,1.9215,-0.035,-4.4836,,,,,79.1923,71.1646,61.4463,61.0608,8.1266,30.0139,19.3851,16.9844,28.3805,23.665,26.5025,31.5246,-50.8117,-47.4996,-34.9438,-29.5362,6.1711,25.1684,11.9652,9.3826,-1.9555,-4.8455,-7.4199,-7.6018,,,1.281,25.5415,0.3892,-32.3167,12.2282,-0.4028,19.2455,-1.6258,0.2873,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.8044,52.9743,0.46,0.44,0.42,0.385,0.32,0.355,0.395,0.4,285.506,257.9803,183.942,192.5673,57.1429,54.4892,51.0638,49.2013,,,0,0,0,0,-0.03,-3.7296,-0.07,-8.7024,,,,,84.1804,79.8033,60.8574,60.0097,20.0299,24.063,17.4022,22.6386,31.8446,29.54,30.2616,32.139,-52.3358,-50.2633,-30.5958,-27.8707,17.4775,19.6706,8.7264,13.1618,-2.5524,-4.3924,-8.6759,-9.4767,,,39.2259,25.1734,0.7251,-10.7658,9.1245,-0.1169,9.8382,-4.744,-0.0313,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7731,50.2404,0.425,0.41,0.355,0.365,0.37,0.38,0.41,0.395,267.5319,267.9283,177.8151,198.9369,54.1401,52.3962,47.1761,47.2492,,,0,0,0,0,-0.04,-5.1738,-0.02,-2.5869,,,,,83.5857,80.1336,61.074,60.6693,13.0853,36.5445,13.1434,17.6629,29.4008,26.8992,32.8062,31.1407,-54.1849,-53.2344,-28.2678,-29.5286,10.7695,29.9001,6.9161,11.1954,-2.3158,-6.6445,-6.2273,-6.4675,,,30.0483,36.6397,0.6871,-8.5295,-0.9218,0.0181,19.4423,-6.6348,0.1595,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7981,52.1442,0.445,0.43,0.41,0.38,0.35,0.365,0.385,0.42,272.8901,288.0248,190.9323,176.9367,55.2795,54.0881,51.4107,47.7987,,,0,0,0,0,-0.005,-0.6265,-0.03,-3.7588,,,,,83.8465,81.0812,58.0755,60.1591,21.1044,36.4535,18.8396,23.3925,28.2333,24.8785,25.3168,31.025,-55.6131,-56.2028,-32.7587,-29.1341,17.9494,28.38,6.3427,12.5128,-3.155,-8.0735,-12.4969,-10.8797,,,29.8678,31.7552,0.6261,-18.3573,3.5313,-0.2051,23.6868,-1.6159,0.2865,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
2,"trot","left","soft",0.7819,51.1719,0.41,0.415,0.4,0.375,0.37,0.365,0.39,0.41,277.2529,292.8695,188.9025,185.8846,53.2468,52.8662,50.9554,47.619,,,0,0,0,0,-0.01,-1.279,-0.005,-0.6395,,,,,83.0728,74.2415,55.7323,59.3361,16.9807,41.4763,13.7596,19.5734,29.7329,24.6288,23.4534,31.4316,-53.3399,-49.6127,-32.2789,-27.9045,14.7612,36.2985,7.4209,12.8536,-2.2195,-5.1779,-6.3387,-6.7198,,,35.6585,31.8716,0.7642,-22.6676,13.9672,0.0227,27.2128,-8.6745,0.0546,,,"Duque","20240626T082743_logfile.itlog","In hand","Research",,,
