segment,gait,direction,surface,ts_hoof_on_LF,ts_hoof_on_RF,ts_hoof_on_LH,ts_hoof_on_RH,ts_raw_hoof_on_LF,ts_raw_hoof_on_RF,ts_raw_hoof_on_LH,ts_raw_hoof_on_RH,stride_dur,duty_factor,stance_dur_LF,stance_dur_RF,stance_dur_LH,stance_dur_RH,swing_dur_LF,swing_dur_RF,swing_dur_LH,swing_dur_RH,swing_intensity_LF,swing_intensity_RF,swing_intensity_LH,swing_intensity_RH,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,suspension_sec,suspension_perc,suspension_L_sec,suspension_L_perc,suspension_R_sec,suspension_R_perc,dap_L_sec,dap_L_perc,dap_R_sec,dap_R_perc,lap_L_sec,lap_L_perc,lap_R_sec,lap_R_perc,rom_sagittal_LF,rom_sagittal_RF,rom_sagittal_LH,rom_sagittal_RH,rom_coronal_LF,rom_coronal_RF,rom_coronal_LH,rom_coronal_RH,protraction_LF,protraction_RF,protraction_LH,protraction_RH,retraction_LF,retraction_RF,retraction_LH,retraction_RH,abduction_LF,abduction_RF,abduction_LH,abduction_RH,adduction_LF,adduction_RF,adduction_LH,adduction_RH,stride_speed,stride_length,min_diff_head,max_diff_head,si_up_head,min_diff_wth,max_diff_wth,si_up_wth,min_diff_sac,max_diff_sac,si_up_sac,min_diff_stn,max_diff_stn,si_up_stn,hiphike_swing,hiphike_stance,romz_head,romz_wth,romz_sac,romz_stn,romz_ltc,romz_rtc,horse_name,horse_ueln,horse_chip,horse_age,horse_color,horse_sex,horse_breed,horse_discipline,horse_sire,measurement,date,exam_type,exam_purpose,flexion_test,diagnostic_analgesia,inconclusive
1,"walk","left","soft",65.89,66.625,65.54,66.265,115.155,115.89,114.805,115.53,1.4256,64.147,0.97,0.92,0.925,0.845,0.505,0.51,0.51,0.5,143.6395,139.3087,94.8768,121.8162,65.8744,65.0177,64.6853,61.0108,,,,,,,,,-0.375,-26.3043,0.35,24.4755,0.36,25.9928,65.3379,66.6616,52.6849,54.4404,18.7534,22.2456,22.4594,18.5504,30.5309,27.6021,30.5788,29.488,-34.807,-39.0595,-22.1062,-24.9524,17.5558,17.6441,16.1103,12.5474,-1.1976,-4.6015,-6.3491,-6.003,,,11.6703,0.5512,0.2902,-7.3641,-3.1712,0.4819,-9.4575,-16.6869,0.1423,,,,,,76.243,26.4671,60.5688,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",67.36,68.025,66.965,67.69,116.625,117.29,116.23,116.955,1.3862,63.4148,0.905,0.87,0.895,0.845,0.5,0.48,0.5,0.58,162.5843,146.6572,114.328,104.863,66.0584,63.9706,63.7011,59.9291,,,,,,,-0.34,-24.5266,-0.33,-23.8052,0.395,28.1139,0.335,23.7589,66.5237,65.8996,51.7647,52.8726,15.3694,24.7166,15.3695,21.2251,32.3573,28.6264,27.3124,27.7179,-34.1664,-37.2732,-24.4523,-25.1548,12.0375,19.4934,11.6719,10.3764,-3.3319,-5.2232,-3.6976,-10.8487,,,-5.0801,-8.1576,0.042,-12.3477,-10.5773,0.5235,-6.883,-13.7424,0.117,,,,,,84.3406,39.4159,65.5041,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",68.695,69.395,68.38,69.085,117.96,118.66,117.645,118.35,1.3444,62.7532,0.9,0.86,0.83,0.785,0.43,0.5,0.52,0.55,172.5341,143.146,94.2761,109.6754,67.1642,63.1193,61.5955,59.1337,,,,,,,-0.355,-26.4063,-0.39,-29.0098,0.315,23.3766,0.31,23.3522,74.0086,69.2243,56.8673,57.2348,14.1778,21.2782,15.4778,13.8638,34.5354,30.5424,32.8684,30.277,-39.4732,-38.6819,-23.9989,-26.9578,10.9336,16.5194,10.3782,7.3347,-3.2442,-4.7587,-5.0996,-6.5292,,,1.3044,8.5744,-0.088,-14.1753,-12.4804,0.6389,-8.1664,-15.0707,0.1397,,,,,,95.5055,45.8703,65.0225,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",70.045,70.76,69.725,70.405,119.31,120.025,118.99,119.67,1.3688,63.6277,0.955,0.875,0.845,0.81,0.45,0.505,0.515,0.535,182.7465,151.0337,96.8771,119.5817,68.9531,63.7523,62.2468,59.5588,,,,,,,-0.33,-24.1096,-0.36,-26.3014,0.32,23.5727,0.355,26.1029,66.9709,69.5805,50.9774,54.7719,11.7838,23.0075,20.2559,21.2804,28.9006,32.1049,26.5128,29.3157,-38.0703,-37.4757,-24.4646,-25.4561,11.1845,20.7096,14.2041,10.6576,-0.5993,-2.2979,-6.0518,-10.6227,,,-14.5296,15.7075,-0.3166,-11.2711,-8.2737,0.5379,1.404,-3.5414,0.076,,,,,,103.7902,34.4337,65.0372,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",71.41,72.125,71.08,71.78,120.675,121.39,120.345,121.045,1.3438,63.995,0.895,0.885,0.89,0.77,0.41,0.49,0.51,0.565,181.5523,158.5199,105.1482,109.318,67.6749,65.5556,64.9635,57.7861,,,,,,,-0.32,-23.814,-0.37,-27.5349,0.33,24.0876,0.345,25.8912,74.1173,68.3208,50.2918,56.7325,12.2621,16.2157,16.5079,18.0871,30.8609,29.6752,27.4997,28.1173,-43.2565,-38.6456,-22.7921,-28.6152,9.197,13.4446,10.9429,10.1241,-3.0651,-2.7711,-5.565,-7.9631,,,22.6285,17.3105,0.0511,1.8763,-9.0188,0.048,12.3041,-12.4417,0.3972,,,,,,121.3691,36.0891,62.2931,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",72.75,73.45,72.42,73.11,122.015,122.715,121.685,122.375,1.3581,64.125,0.95,0.89,0.86,0.785,0.445,0.44,0.45,0.56,196.7662,163.5651,112.9073,112.4547,67.8571,65.9259,64.7834,57.9336,,,,,,,-0.295,-21.7211,-0.36,-26.5071,0.33,24.8588,0.34,25.0923,68.625,71.5641,56.555,57.9815,13.9358,20.0957,13.8602,18.5547,31.0147,32.8459,31.6252,29.4829,-37.6103,-38.7181,-24.9298,-28.4986,11.0406,17.8876,10.4333,9.7599,-2.8953,-2.2082,-3.4269,-8.7948,,,19.5141,-2.0918,0.2349,-3.1865,-3.0838,0.345,-0.7165,-0.9114,0.0037,,,,,,91.9657,35.6709,61.4704,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",74.155,74.82,73.765,74.475,123.42,124.085,123.03,123.74,1.4325,64.0585,0.91,0.955,0.9,0.905,0.455,0.48,0.485,0.58,168.9817,161.5681,107.908,106.2129,65,66.09,63.1579,61.9863,,,,,,,-0.315,-21.9895,-0.32,-22.3386,0.39,27.3684,0.345,23.6301,65.8038,74.2196,54.6701,56.5458,12.1861,17.5556,15.9277,21.4292,30.5366,32.9702,29.403,28.8361,-35.2672,-41.2494,-25.267,-27.7097,10.3421,12.3302,9.3827,10.2798,-1.844,-5.2254,-6.545,-11.1494,,,13.2123,5.8512,0.1101,-4.7895,-5.2888,0.1885,11.1254,2.5036,0.1402,,,,,,72.7244,31.3931,63.9846,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",75.59,76.275,75.23,75.91,124.855,125.54,124.495,125.175,1.4,62.4204,0.885,0.9,0.87,0.84,0.525,0.5,0.565,0.53,142.3397,158.5389,87.4166,114.8724,64.0145,64.1711,61.9217,59.5745,,,,,,,-0.41,-29.2857,-0.32,-22.8571,0.36,25.6228,0.365,25.8865,72.2273,63.5263,56.9242,56.3985,12.5568,13.6371,15.0815,15.0858,32.0452,27.3917,30.4874,28.5415,-40.1821,-36.1347,-26.4368,-27.8569,8.9229,12.6966,10.2703,7.7918,-3.6338,-0.9405,-4.8112,-7.294,,,58.0139,-7.1068,0.6633,0.8024,-2.8142,0.1036,-3.9031,4.4535,-0.1412,,,,,,99.9149,31.039,60.5734,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",76.945,77.68,76.605,77.36,126.21,126.945,125.87,126.625,1.4225,64.1931,1.005,0.9,0.91,0.84,0.47,0.505,0.505,0.61,169.6549,141.3423,105.9513,101.7789,69.0722,64.2857,63.4146,60,,,,,,,-0.33,-23.1986,-0.415,-29.174,0.34,23.6934,0.32,22.8571,67.4902,69.1369,55.4683,56.9756,17.7879,20.1355,13.1554,13.7435,34.3885,30.1023,31.1295,29.6633,-33.1016,-39.0346,-24.3388,-27.3123,13.2198,17.0578,9.0323,6.7483,-4.5681,-3.0777,-4.1231,-6.9952,,,2.057,-2.1785,0.0564,-0.7718,-4.1293,0.1262,-4.6089,-10.0796,0.1018,,,,,,81.4091,34.6793,59.2337,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
1,"walk","left","soft",78.38,79.075,78.06,78.71,127.645,128.34,127.325,127.975,1.3419,63.6071,0.92,0.83,0.845,0.82,0.43,0.495,0.545,0.51,158.3542,152.9057,85.6885,116.6862,67.7716,62.6415,62.4769,61.5385,,,,,,,-0.38,-28.3186,-0.33,-24.5925,0.32,23.6599,0.365,27.3921,70.2652,73.2216,53.6054,58.5817,17.1823,14.8155,13.505,22.128,32.7295,32.7267,27.3488,29.49,-37.5357,-40.4948,-26.2566,-29.0917,11.594,12.8983,9.3955,11.7706,-5.5882,-1.9172,-4.1095,-10.3574,,,33.827,,0.6462,-9.553,-3.9221,0.3321,-1.5731,-8.2956,0.1142,,,,,,103.0207,35.8698,66.4336,,,,"Duque","","N/A","2008-01-01T00:00:00.000Z","Bay","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20250702T102056_logfile.itlog","2025-07-02T17:20:56.229Z","In hand","Research",,,
