segment,gait,direction,surface,stride_dur,duty_factor,stance_dur_LF,stance_dur_RF,stance_dur_LH,stance_dur_RH,swing_dur_LF,swing_dur_RF,swing_dur_LH,swing_dur_RH,swing_intensity_LF,swing_intensity_RF,swing_intensity_LH,swing_intensity_RH,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,suspension_sec,suspension_perc,suspension_L_sec,suspension_L_perc,suspension_R_sec,suspension_R_perc,dap_L_sec,dap_L_perc,dap_R_sec,dap_R_perc,lap_L_sec,lap_L_perc,lap_R_sec,lap_R_perc,rom_sagittal_LF,rom_sagittal_RF,rom_sagittal_LH,rom_sagittal_RH,rom_coronal_LF,rom_coronal_RF,rom_coronal_LH,rom_coronal_RH,protraction_LF,protraction_RF,protraction_LH,protraction_RH,retraction_LF,retraction_RF,retraction_LH,retraction_RH,abduction_LF,abduction_RF,abduction_LH,abduction_RH,adduction_LF,adduction_RF,adduction_LH,adduction_RH,stride_speed,stride_length,min_diff_head,max_diff_head,si_up_head,min_diff_wth,max_diff_wth,si_up_wth,min_diff_sac,max_diff_sac,si_up_sac,hiphike_swing,hiphike_stance,horse_name,measurement,exam_type,exam_purpose,flexion_test,diagnostic_analgesia,inconclusive
2,"trot","left","hard",0.7475,51.1691,0.38,0.395,0.4,0.355,0.34,0.33,0.365,0.39,306.7233,288.2734,199.3408,204.2689,51.1785,53.5593,52.2876,47.651,,,0,0,0,0,0.015,2.0067,-0.005,-0.6689,,,,,83.4144,77.3196,57.7311,63.7277,27.357,41.8357,14.3779,22.5778,26.8331,24.2825,27.7692,31.6478,-56.5813,-53.0371,-29.9619,-32.0799,19.2911,34.6571,7.9625,13.7205,-8.0659,-7.1786,-6.4154,-8.8573,,,24.9649,7.6697,0.5945,-26.7468,-6.557,-0.3131,9.8558,0.5804,0.119,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7506,50.4583,0.39,0.39,0.38,0.355,0.385,0.355,0.365,0.39,284.9787,294.1218,207.4362,196.0467,52.1739,51.1475,51.1785,47.3333,,,0,0,0,0,0,0,0.015,1.9983,,,,,84.0226,81.1577,53.6489,64.4398,22.2875,42.2014,12.4169,23.9689,29.3558,26.0354,23.1853,33.3837,-54.6668,-55.1223,-30.4636,-31.0561,19.7216,35.3986,8.052,14.1578,-2.5659,-6.8028,-4.3649,-9.8111,,,24.743,20.548,0.7178,-34.3395,4.9834,-0.3686,22.5751,1.3516,0.3333,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7462,49.568,0.4,0.37,0.385,0.325,0.33,0.39,0.36,0.4,300.3381,290.5655,203.0473,197.3035,53.8721,49.1694,51.1628,44.0678,,,0,0,0,0,0.04,5.3601,-0.02,-2.6801,,,,,87.6682,79.353,55.2737,65.791,20.5692,40.2575,14.2942,23.9461,27.525,28.6698,24.6813,32.0114,-60.1433,-50.6831,-30.5924,-33.7796,20.7083,34.9653,10.5871,14.1278,0.1391,-5.2923,-3.7071,-9.8183,,,14.6175,28.6962,0.5383,-32.9909,4.4454,-0.3589,23.2133,-2.8962,0.1818,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7625,50.0259,0.4,0.37,0.395,0.36,0.355,0.375,0.375,0.425,310.8434,295.2787,201.2063,189.2441,53.3333,50,50.3185,46.4516,,,0,0,0,0,0.025,3.2787,-0.015,-1.9672,,,,,89.0304,79.8505,53.5313,65.4257,12.4784,39.9035,18.8838,18.2133,28.642,25.6976,26.3967,34.099,-60.3884,-54.1529,-27.1346,-31.3267,8.9323,33.8442,14.9287,10.1986,-3.5461,-6.0593,-3.9551,-8.0147,,,5.51,15.2061,0.4236,-28.3009,4.9961,-0.1467,24.1159,-15.825,0.0553,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7625,49.9711,0.465,0.4,0.355,0.31,0.345,0.365,0.405,0.405,308.6079,288.6122,188.08,188.2629,58.125,51.4469,48.1356,42.1769,,,0,0,0,0,-0.04,-5.2459,-0.035,-4.5902,,,,,88.5382,83.6095,60.5171,64.7975,33.1348,42.7331,9.88,22.4161,29.4089,26.392,33.0105,30.6963,-59.1293,-57.2174,-27.5066,-34.1011,25.1539,36.982,8.7285,11.9618,-7.9808,-5.7511,-1.1514,-10.4543,,,32.0106,27.558,0.6956,-40.4855,,-0.2351,22.6034,,0.1009,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7544,47.066,0.375,0.365,0.38,0.3,0.325,0.39,0.36,0.445,299.6272,297.5814,208.7687,177.191,51.0204,48.3444,49.0323,39.8671,,,0,0,0.02,2.6512,0.035,4.6396,0,0,,,,,87.185,84.3064,63.9636,66.3751,35.9409,41.7334,20.8693,25.819,28.2746,27.6336,34.0736,31.5236,-58.9105,-56.6729,-29.8899,-34.8515,29.1094,35.8492,13.7141,14.2999,-6.8315,-5.8842,-7.1551,-11.5192,,,32.2791,20.4091,0.6756,-35.2522,15.0183,-0.3646,11.0901,-11.0281,0.0824,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7394,45.8601,0.35,0.35,0.32,0.335,0.395,0.39,0.43,0.46,296.9821,305.1458,198.9082,186.8664,48.2759,48.2759,43.0976,43.7908,,,0.015,2.0287,0,0,-0.02,-2.705,0.01,1.3525,,,,,90.4128,80.7232,61.5104,62.6292,19.7185,46.2878,21.1029,25.1147,30.1161,27.4074,38.4712,31.4647,-60.2967,-53.3158,-23.0392,-31.1645,15.0483,38.2777,12.3023,13.6002,-4.6701,-8.0101,-8.8006,-11.5145,,,26.8433,13.9128,0.6114,-29.301,-0.9111,-0.3805,8.9662,-5.1809,0.0575,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.745,49.1109,0.39,0.395,0.33,0.35,0.355,0.36,0.415,0.4,320.8893,303.6034,190.6667,193.94,51.8272,51.8033,45.8333,46.9799,,,0,0,0,0,-0.045,-6.0403,-0.02,-2.6846,,,,,87.7045,80.9373,63.1024,62.1158,25.5334,44.5222,13.573,28.6175,27.2805,26.1447,34.8706,31.0081,-60.424,-54.7926,-28.2317,-31.1077,22.373,39.7076,10.1406,15.7389,-3.1604,-4.8146,-3.4324,-12.8786,,,25.6233,10.0473,0.6212,-31.1169,-0.0292,-0.4795,18.677,0.5752,0.2897,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7531,48.266,0.375,0.375,0.385,0.32,0.37,0.375,0.365,0.39,310.7796,303.8427,199.1775,196.1064,49.6689,50.1672,49.8382,43.3898,,,0,0,0.01,1.3278,0.03,3.9834,0,0,,,,,88.0352,81.3379,61.7276,64.0423,30.5114,41.9059,17.5447,23.425,28.3827,26.9312,31.442,27.7718,-59.6525,-54.4067,-30.2856,-36.2705,22.2625,35.7591,11.0704,14.3045,-8.2488,-6.1468,-6.4743,-9.1205,,,18.5393,48.777,0.8073,-34.5023,-10.741,-0.4111,-18.2873,2.1084,-0.2435,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7556,48.9739,0.4,0.38,0.345,0.355,0.39,0.37,0.41,0.445,298.7294,288.38,190.9747,171.9745,52.6316,50.8361,46.6216,45.8065,,,0,0,0,0,-0.02,-2.6468,0,0,,,,,85.631,78.113,59.9008,61.9097,23.5079,41.7606,12.9975,21.3999,27.1702,24.0243,31.169,30.4194,-58.4608,-54.0886,-28.7318,-31.4904,15.769,34.3927,7.5101,11.8894,-7.7389,-7.3679,-5.4873,-9.5105,,,23.4122,48.8581,0.7684,-33.9616,3.8539,-0.3983,13.5675,-0.308,0.1674,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7431,50.2834,0.385,0.395,0.37,0.345,0.33,0.365,0.38,0.395,303.7063,286.9485,191.7741,183.2483,52.5597,51.8033,49.8316,46.9388,,,0,0,0,0,0,0,-0.02,-2.6913,,,,,83.255,79.6669,57.2007,60.0751,33.481,40.0573,16.6447,27.0426,25.1725,26.7834,25.6448,29.9767,-58.0825,-52.8835,-31.5559,-30.0985,26.7372,33.8818,7.9671,14.5687,-6.7438,-6.1755,-8.6776,-12.4738,,,29.0252,30.1746,0.7587,-32.4902,1.0339,,17.4103,-3.4392,0.2348,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7225,49.1355,0.36,0.355,0.37,0.335,0.365,0.37,0.365,0.385,300.3389,297.7003,193.9756,195.2037,50,49.6503,50.6849,46.2069,,,0,0,0,0,0.03,4.1522,0,0,,,,,83.8996,78.258,54.9861,60.6412,20.3211,38.1579,12.8038,22.0624,27.0011,27.2715,26.9916,30.6724,-56.8984,-50.9865,-27.9945,-29.9688,16.2049,33.479,7.0682,12.3232,-4.1163,-4.6789,-5.7355,-9.7392,,,9.8708,29.5854,0.5812,-30.6048,-2.2964,-0.3113,12.9242,-10.2834,-0.0493,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7444,50.0522,0.385,0.38,0.38,0.345,0.355,0.35,0.355,0.395,294.7661,283.9109,199.6528,178.8524,51.505,51.5254,51.1785,46,,,0,0,0,0,0.01,1.3434,-0.015,-2.0151,,,,,86.5547,79.9802,52.1416,60.2507,25.8425,38.3262,12.0458,19.6946,25.557,26.7252,23.5654,27.4453,-60.9977,-53.255,-28.5762,-32.8055,18.295,30.4966,8.7153,11.1773,-7.5475,-7.8296,-3.3305,-8.5174,,,42.0283,30.752,0.8614,-26.7037,11.1701,-0.1565,12.5592,-9.1625,0.0748,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7512,48.7077,0.395,0.385,0.375,0.31,0.37,0.365,0.37,0.415,306.1515,277.1489,189.3498,171.7316,51.8033,50.6579,50.3356,42.0339,,,0,0,0,0,0.005,0.6656,-0.02,-2.6622,,,,,85.5073,79.7226,54.0248,61.8605,24.0472,44.4014,14.1916,26.7157,24.6636,25.3462,23.8855,27.7473,-60.8438,-54.3765,-30.1393,-34.1132,21.486,38.8928,8.8194,16.3259,-2.5612,-5.5085,-5.3721,-10.3898,,,45.5416,45.4363,0.8849,-30.2152,12.8835,-0.2196,17.8215,-6.1711,0.1897,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7731,48.9874,0.395,0.365,0.4,0.355,0.365,0.385,0.37,0.44,302.0347,288.3998,193.6695,172.6562,51.2987,48.505,50.6329,45.5128,,,0,0,0,0,0.03,3.8804,-0.01,-1.2935,,,,,83.8282,74.6452,51.3532,62.6726,24.8527,43.5969,18.2809,22.9402,24.9295,25.6344,23.5071,30.6665,-58.8987,-49.0108,-27.8461,-32.006,20.3216,37.1531,14.1728,14.0117,-4.5311,-6.4437,-4.1082,-8.9284,,,49.3049,21.93,0.8018,-28.5789,9.3743,-0.2874,13.6709,-0.6658,0.147,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7688,47.4902,0.37,0.375,0.35,0.365,0.385,0.39,0.41,0.41,283.4471,260.2055,178.2655,180.3793,49.1694,48.3871,45.3074,47.0968,,,0.005,0.6504,0.03,3.9024,-0.025,-3.252,0.005,0.6504,,,,,86.5493,80.3739,54.0141,62.1315,19.4536,37.7407,18.4499,17.9672,27.9272,26.279,30.3805,31.4706,-58.622,-54.095,-23.6336,-30.6609,13.819,31.7695,13.7698,11.4317,-5.6346,-5.9712,-4.6801,-6.5356,,,49.2503,29.6551,0.8216,-22.9494,5.321,-0.2389,3.6478,-3.6072,-0.0157,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.76,47.3122,0.395,0.37,0.32,0.355,0.38,0.41,0.435,0.41,289.9318,254.6699,177.5383,175.2197,50.8039,48.0519,43.8356,46.5574,,,0,0,0,0,-0.025,-3.2895,-0.02,-2.6316,,,,,90.7423,81.7973,57.6379,64.1289,24.4259,41.6245,11.9179,24.2814,27.7596,30.0427,32.1451,33.4594,-62.9826,-51.7546,-25.4928,-30.6695,20.7083,34.5911,8.3225,12.1357,-3.7176,-7.0334,-3.5954,-12.1457,,,23.1275,26.1865,0.5826,-30.256,0.5173,-0.4033,14.4464,-1.5528,0.1892,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7763,48.7711,0.395,0.385,0.395,0.34,0.385,0.39,0.385,0.405,304.3191,283.1954,183.9075,190.4324,50.3185,49.5177,50.8039,44.4444,,,0,0,0,0,0.03,3.8647,0,0,,,,,88.2635,80.6667,60.9761,65.1831,27.5444,43.1902,13.4566,21.643,26.1495,25.4513,30.943,31.2707,-62.1139,-55.2154,-30.0331,-33.9124,23.9128,39.6819,12.6165,14.5135,-3.6315,-3.5082,-0.84,-7.1295,,,7.8141,18.591,0.429,,-5.7686,-0.4669,29.5576,-0.1383,0.3752,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7831,49.3258,0.385,0.38,0.41,0.37,0.395,0.395,0.38,0.445,290.3871,284.5127,201.1196,178.7613,49.0446,49.8361,51.735,46.6877,,,0,0,0,0,0.035,4.4693,0.005,0.6385,,,,,87.6074,81.8965,61.3663,63.7825,26.3753,37.5314,10.9996,20.5882,27.183,26.316,30.8989,35.0853,-60.4244,-55.5805,-30.4674,-28.6972,18.4376,32.0654,9.3081,10.1813,-7.9377,-5.466,-1.6915,-10.4069,,,31.0199,21.7993,0.6306,-32.4756,4.0315,-0.2443,18.3807,-2.1425,0.0844,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7688,48.7594,0.365,0.405,0.39,0.34,0.405,0.37,0.385,0.4,288.3485,285.1774,196.2931,184.8524,48.3444,52.5974,49.2114,44.8845,,,0,0,0,0,-0.01,-1.3008,0.025,3.252,,,,,88.2141,80.3476,60.3803,64.9316,16.5478,37.0217,15.415,21.1945,28.8171,26.5367,31.5444,29.9495,-59.397,-53.8109,-28.8359,-34.9821,11.9359,31.4717,8.7891,12.1167,-4.6119,-5.5501,-6.6259,-9.0778,,,25.1602,5.7459,0.3366,-26.3306,11.8997,-0.2776,18.8122,-8.0835,0.2456,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7712,48.6098,0.39,0.41,0.335,0.365,0.375,0.36,0.42,0.435,293.7425,279.2793,181.5934,175.9903,50.3226,53.2468,44.2244,46.6454,,,0,0,0,0,-0.055,-7.1313,-0.01,-1.2966,,,,,87.4469,81.9372,58.4432,60.299,24.352,38.2512,17.2183,24.5498,27.9043,26.5755,32.8522,30.5114,-59.5426,-55.3617,-25.591,-29.7877,19.1537,32.6597,10.6422,12.8595,-5.1983,-5.5915,-6.5761,-11.6903,,,17.94,-3.0619,0.3048,-29.0637,1.3243,-0.3753,9.7022,4.7272,0.1494,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7688,49.7259,0.405,0.405,0.35,0.37,0.395,0.36,0.425,0.4,280.0086,288.5543,179.7927,179.1105,51.7572,52.4272,46.8227,47.8964,,,0,0,0,0,-0.045,-5.8537,0.01,1.3008,,,,,84.7702,81.1536,59.768,63.751,20.535,38.334,11.9417,25.2122,28.4317,26.7972,32.5811,32.2592,-56.3386,-54.3564,-27.1869,-31.4918,15.2769,32.8922,8.691,13.9853,-5.2581,-5.4418,-3.2507,-11.2269,,,35.1072,8.871,0.5609,-35.8385,-3.4707,-0.4758,18.9493,5.3693,0.3415,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7731,50.761,0.415,0.4,0.39,0.365,0.36,0.375,0.37,0.405,270.0868,271.8056,191.1295,190.7478,53.3762,51.7799,50.4854,47.4026,,,0,0,0,0,0.015,1.9402,0,0,,,,,87.0609,79.8933,57.3277,62.7276,27.112,35.7005,15.8971,25.4663,29.0326,26.4586,25.3775,30.8742,-58.0283,-53.4347,-31.9501,-31.8534,18.8439,29.5737,9.8279,12.6409,-8.2681,-6.1268,-6.0692,-12.8254,,,31.7393,24.5564,0.7083,-28.1223,-7.3756,-0.2859,18.0382,7.7778,0.1712,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7694,49.0788,0.375,0.39,0.385,0.36,0.365,0.37,0.395,0.405,277.4477,272.1209,180.8662,182.6836,50.1672,50.8143,48.5804,46.7532,,,0.005,0.6499,0,0,0,0,0.01,1.2998,,,,,86.2143,81.3138,55.3222,61.383,20.4324,37.8563,17.8879,22.0917,27.2624,24.939,25.2592,29.4074,-58.9518,-56.3747,-30.0631,-31.9756,14.189,32.5323,10.6375,12.3125,-6.2434,-5.3239,-7.2504,-9.7793,,,33.5413,27.881,0.7215,-31.5716,12.68,-0.1668,15.1125,-10.0031,0.0236,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7794,47.959,0.39,0.395,0.355,0.355,0.38,0.385,0.42,0.415,285.6929,276.656,174.1363,171.3632,50.3226,50.4792,45.0794,45.9547,,,0,0,0.01,1.2831,-0.03,-3.8492,-0.01,-1.2831,,,,,85.2746,80.7659,53.5228,60.9373,24.895,34.8251,17.7977,23.0408,27.9064,26.5325,27.846,29.2138,-57.3682,-54.2334,-25.6768,-31.7235,18.9197,29.0528,10.5961,13.1163,-5.9753,-5.7723,-7.2016,-9.9245,,,29.2626,39.8314,0.7293,-30.5942,20.6634,-0.2529,9.47,-14.351,-0.0473,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7781,47.8286,0.385,0.415,0.325,0.365,0.39,0.39,0.445,0.42,272.9744,265.8775,169.1877,172.4154,50.3268,51.3932,42.3453,47.2492,,,0,0,0.045,5.7831,-0.045,-5.7831,-0.005,-0.6426,,,,,85.3237,81.3568,52.3909,59.3474,19.0922,25.9465,17.8609,20.396,26.7194,27.0529,29.143,29.6942,-58.6043,-54.3039,-23.2479,-29.6532,13.5967,21.8707,10.5328,11.6479,-5.4955,-4.0758,-7.3281,-8.7481,,,31.0776,32.5917,0.6564,-30.0345,10.5383,-0.2535,17.6736,-15.5785,0.0948,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7375,48.1408,0.38,0.355,0.33,0.355,0.37,0.395,0.44,0.395,289.4868,244.0092,170.2833,175.6864,51.0067,49.4774,44.7458,47.3333,,,0,0,0,0,0,0,-0.01,-1.3559,,,,,85.2986,82.4267,54.644,60.9305,27.0527,37.9093,13.8394,25.4237,26.7268,31.4221,29.6552,29.4182,-58.5718,-51.0046,-24.9888,-31.5122,18.91,30.3972,8.7593,12.4048,-8.1427,-7.5121,-5.0801,-13.0189,,,41.0721,41.4765,,-36.4873,13.4295,-0.4376,26.9879,-10.9494,0.3862,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7713,49.5788,0.405,0.405,0.37,0.35,0.36,0.33,0.375,0.395,308.491,326.0586,200.2684,185.0793,51.9231,52.5974,47.7419,46.0526,,,0,0,0.02,2.5932,-0.02,-2.5932,-0.02,-2.5932,,,,,86.8406,76.8888,50.1197,63.9632,26.3918,40.1511,21.0618,23.649,24.5308,25.9264,26.6308,34.0403,-62.3098,-50.9624,-23.489,-29.9229,21.5493,36.4311,13.8046,12.5572,-4.8424,-3.72,-7.2572,-11.0918,,,10.9651,0.1096,0.2621,-20.3133,3.1257,-0.1591,18.5466,7.0645,0.1944,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.77,46.5941,0.38,0.375,0.33,0.35,0.39,0.4,0.435,0.425,290.4504,248.7036,170.2287,179.8099,49.8361,48.3871,43.1373,45.0161,,,0,0,0.025,3.2468,-0.02,-2.5974,0,0,,,,,87.9877,80.0282,54.0715,61.8184,22.0366,31.2134,18.1068,21.9983,27.0787,26.7317,30.6802,30.1383,-60.909,-53.2964,-23.3913,-31.68,17.0317,27.0229,13.2351,12.4681,-5.0049,-4.1905,-4.8717,-9.5302,,,13.4764,26.0769,0.5874,-17.0909,2.1643,-0.1812,9.0093,-4.2713,0.0934,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7825,48.5296,0.42,0.375,0.35,0.375,0.375,0.4,0.435,0.43,295.9942,250.2009,174.3671,168.4111,52.5,48.5437,46.0526,47.0219,,,0,0,0,0,-0.01,-1.278,-0.025,-3.1949,,,,,85.6319,79.1504,55.5143,61.1646,18.6805,40.4724,12.9758,22.1941,23.8293,26.5636,27.8538,31.7273,-61.8026,-52.5868,-27.6605,-29.4373,15.3392,35.2275,11.2091,11.8514,-3.3413,-5.2448,-1.7666,-10.3427,,,9.2345,31.4077,0.5743,-30.3805,3.6595,-0.3298,14.445,2.2873,0.1934,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7881,49.1322,0.395,0.405,0.41,0.34,0.385,0.395,0.385,0.415,287.872,271.6806,183.9067,172.4899,50.641,50.625,51.25,44.0129,,,0,0,0,0,0.025,3.1721,-0.01,-1.2688,,,,,84.9538,79.9355,57.5458,62.4638,23.3346,35.2652,11.013,15.0033,25.5854,27.5151,25.4389,29.7164,-59.3684,-52.4205,-32.107,-32.7474,17.7265,31.7595,10.4281,10.3047,-5.608,-3.5057,-0.5849,-4.6986,,,21.6999,39.6346,0.6694,-37.7104,8.5776,-0.3459,18.7484,-1.5363,0.1922,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7944,49.7378,0.41,0.395,0.39,0.385,0.385,0.395,0.395,0.45,277.4056,259.6549,180.915,157.1311,51.8987,50.4792,48.5981,47.9751,,,0,0,0,0,0.02,2.5177,-0.02,-2.5177,,,,,89.5445,81.0136,58.5417,61.6704,20.1883,34.7406,18.5664,24.3023,26.843,26.8691,28.3839,32.4573,-62.7014,-54.1445,-30.1577,-29.2131,16.8767,31.1704,12.0072,12.8774,-3.3116,-3.5702,-6.5592,-11.4249,,,21.9964,44.7433,0.6686,-24.9545,9.7369,-0.1851,10.1378,-6.1158,0.0289,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7844,49.2254,0.405,0.395,0.36,0.385,0.375,0.38,0.43,0.385,297.441,273.7886,174.9388,189.0049,51.2658,49.6855,46.9055,49.0446,,,0,0,0,0,-0.025,-3.1873,-0.005,-0.6375,,,,,86.7731,83.65,56.8866,60.2131,24.301,34.6324,12.9859,21.6989,25.6052,26.5118,30.0059,30.1592,-61.168,-57.1382,-26.8808,-30.0539,19.7498,30.6484,9.7009,11.0702,-4.5512,-3.984,-3.2849,-10.6287,,,38.2193,39.3078,0.8047,-23.6677,14.1602,-0.0415,13.4392,-6.3713,0.0654,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7981,47.8882,0.4,0.375,0.41,0.345,0.395,0.42,0.385,0.415,283.1325,263.5278,188.3788,171.7,49.8442,47.619,50,44.0895,,,0,0,0.02,2.5059,0.045,5.6382,-0.005,-0.6265,,,,,86.7189,82.8666,58.0768,64.8928,27.5595,36.7627,14.4187,20.3979,26.0078,31.3539,28.8005,30.7894,-60.7112,-51.5128,-29.2763,-34.1033,21.988,31.8174,10.1265,12.1794,-5.5715,-4.9453,-4.2922,-8.2185,,,36.3654,42.5231,0.7428,-28.1875,14.7088,-0.2426,19.6449,-2.0533,0.2468,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7819,47.6139,0.42,0.385,0.355,0.33,0.41,0.405,0.435,0.46,283.5277,273.8374,176.5539,171.6324,52.8302,49.6774,45.3674,42.5806,,,0.005,0.6395,0,0,-0.02,-2.558,0,0,,,,,87.3052,81.8339,59.7504,64.4857,27.8056,36.9243,13.3795,18.3608,32.4515,28.8613,33.674,32.3982,-54.8537,-52.9726,-26.0765,-32.0875,18.5716,30.9834,11.1702,10.4142,-9.2339,-5.9409,-2.2093,-7.9466,,,9.6097,31.4828,0.4546,-27.7849,4.3928,-0.3099,20.3991,-1.691,0.1902,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7869,48.7818,0.395,0.42,0.345,0.375,0.34,0.375,0.42,0.43,280.6704,276.2293,181.9918,173.2138,51.8033,52.5,43.949,46.875,,,0,0,0.02,2.5417,-0.035,-4.448,0,0,,,,,83.9168,86.7292,60.2001,61.3098,23.0678,28.5727,20.208,24.1312,25.5861,28.573,33.6942,32.7474,-58.3307,-58.1562,-26.5059,-28.5625,17.035,23.6405,11.133,11.8861,-6.0328,-4.9322,-9.0751,-12.2451,,,16.6128,18.2602,0.4229,-29.5602,2.5153,-0.3552,12.7087,-7.4188,0.0858,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7825,48.0046,0.42,0.375,0.325,0.385,0.395,0.385,0.46,0.42,270.4848,273.8879,171.9205,176.792,51.8519,48.7013,43.1894,48.2759,,,0,0,0,0,-0.035,-4.4728,-0.005,-0.639,,,,,87.2692,80.6582,58.9565,62.8639,22.984,31.7299,14.8992,28.5732,30.5404,28.7069,32.3885,34.9424,-56.7287,-51.9513,-26.568,-27.9214,17.2898,28.0129,9.7021,14.2722,-5.6941,-3.717,-5.1972,-14.301,,,33.2002,-2.8792,0.4224,-38.2754,-4.5542,,21.0352,4.2313,0.3305,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
2,"trot","left","hard",0.7825,48.1979,0.375,0.395,0.405,0.335,0.385,0.405,0.395,0.405,277.8208,250.7686,180.088,188.9121,48.5437,49.5298,50.7837,43.9344,,,0,0,0,0,0.025,3.1949,0.01,1.278,,,,,87.6756,80.5301,59.2182,63.7268,26.4011,31.4857,11.9512,19.2732,27.1187,27.0979,27.4917,28.4238,-60.5569,-53.4322,-31.7265,-35.303,17.5026,26.4526,8.6567,9.2776,-8.8985,-5.0331,-3.2944,-9.9956,,,25.8917,15.5886,0.5666,-33.6524,-13.5332,-0.376,20.7618,8.2337,0.297,,,"Duque","20240627T095239_logfile.itlog","In hand","Research",,,"missing data: Right hind leg"
