segment,gait,direction,surface,ts_hoof_on_LF,ts_hoof_on_RF,ts_hoof_on_LH,ts_hoof_on_RH,ts_raw_hoof_on_LF,ts_raw_hoof_on_RF,ts_raw_hoof_on_LH,ts_raw_hoof_on_RH,stride_dur,duty_factor,stance_dur_LF,stance_dur_RF,stance_dur_LH,stance_dur_RH,swing_dur_LF,swing_dur_RF,swing_dur_LH,swing_dur_RH,swing_intensity_LF,swing_intensity_RF,swing_intensity_LH,swing_intensity_RH,duty_factor_LF,duty_factor_RF,duty_factor_LH,duty_factor_RH,suspension_sec,suspension_perc,suspension_L_sec,suspension_L_perc,suspension_R_sec,suspension_R_perc,dap_L_sec,dap_L_perc,dap_R_sec,dap_R_perc,lap_L_sec,lap_L_perc,lap_R_sec,lap_R_perc,rom_sagittal_LF,rom_sagittal_RF,rom_sagittal_LH,rom_sagittal_RH,rom_coronal_LF,rom_coronal_RF,rom_coronal_LH,rom_coronal_RH,protraction_LF,protraction_RF,protraction_LH,protraction_RH,retraction_LF,retraction_RF,retraction_LH,retraction_RH,abduction_LF,abduction_RF,abduction_LH,abduction_RH,adduction_LF,adduction_RF,adduction_LH,adduction_RH,stride_speed,stride_length,min_diff_head,max_diff_head,si_up_head,min_diff_wth,max_diff_wth,si_up_wth,min_diff_sac,max_diff_sac,si_up_sac,min_diff_stn,max_diff_stn,si_up_stn,hiphike_swing,hiphike_stance,romz_head,romz_wth,romz_sac,romz_stn,romz_ltc,romz_rtc,horse_name,horse_ueln,horse_chip,horse_age,horse_color,horse_sex,horse_breed,horse_discipline,horse_sire,measurement,date,exam_type,exam_purpose,flexion_test,diagnostic_analgesia,inconclusive
1,"walk","left","soft",16.9,17.655,16.41,17.32,14123.595,14124.35,14123.105,14124.015,1.5188,59.2093,0.97,0.955,0.945,0.725,0.505,0.55,0.735,0.775,126.7551,138.5965,57.8061,89.4737,65.43,63.9866,59.2476,48.1728,,,,,,,,,-0.42,-27.6543,0.49,30.721,0.335,22.2591,62.7432,66.7617,53.1087,55.4819,12.7727,15.6618,15.3532,22.9048,29.6033,34.0658,28.3028,33.5225,-33.1399,-32.6959,-24.8059,-21.9594,12.3197,11.6851,13.0444,9.7908,-0.453,-3.9767,-2.3087,-13.114,,,-10.9969,4.3775,-0.2406,11.2278,10.8051,,,-0.5417,0.3344,,,,,,63.9019,26.2025,56.7212,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",18.39,19.135,17.92,18.83,14125.085,14125.83,14124.615,14125.525,1.4719,60.1687,0.95,0.955,0.93,0.71,0.52,0.525,0.565,0.785,126.7926,147.7848,86.8072,81.3915,64.8464,64.966,61.8968,48.9655,,,,,,,-0.265,-18.0042,-0.44,-29.8938,0.47,31.2812,0.305,21.0345,65.5585,68.5084,51.3388,50.3555,17.3248,18.2441,21.7244,16.7706,32.7283,35.2834,26.761,27.8801,-32.8302,-33.225,-24.5778,-22.4754,14.8402,10.9366,14.9849,7.5637,-2.4845,-7.3075,-6.7395,-9.2069,,,18.5748,-2.8565,0.319,3.1551,0.9021,-0.3958,3.9882,4.5722,-0.0108,,,,,,77.1016,16.5602,57.8816,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",19.85,20.595,19.43,20.235,14126.545,14127.29,14126.125,14126.93,1.4756,61.6375,1,0.96,0.905,0.775,0.51,0.505,0.58,0.695,134.7574,149.4718,88.112,82.3282,67.2269,65.1952,61.0455,53.0822,,,,,,,-0.295,-19.9915,-0.385,-26.0906,0.42,28.3305,0.36,24.6575,61.8962,60.4731,50.2539,52.771,14.3151,18.8963,24.138,22.4071,30.6707,28.4303,27.4075,28.5332,-31.2255,-32.0428,-22.8465,-24.2378,13.3224,12.3773,16.1968,11.8464,-0.9927,-6.519,-7.9413,-10.5606,,,18.3216,3.2066,0.2062,4.3251,0.1498,-0.1746,-1.575,-5.4571,0.0757,,,,,,83.595,16.6355,55.5026,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",21.315,22.075,20.91,21.685,14128.01,14128.77,14127.605,14128.38,1.5194,62.0303,1.01,1.01,0.905,0.84,0.465,0.52,0.575,0.675,142.693,141.2919,87.8772,86.5707,67.4457,66.2295,60.9428,53.5032,,,,,,,-0.315,-20.7322,-0.37,-24.3521,0.405,27.2727,0.39,24.8408,63.6063,61.4777,51.0972,52.7355,14.7389,16.2005,18.912,23.4806,33.2221,28.9844,28.6055,28.6323,-30.3842,-32.4932,-22.4917,-24.1032,13.8685,13.1436,13.5287,11.0836,-0.8704,-3.057,-5.3833,-12.397,,,4.809,-19.3662,0.2972,8.1698,-1.4996,-0.5499,5.3358,-8.2055,0.244,,,,,,81.3388,21.0169,55.5036,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",22.835,23.595,22.4,23.31,14129.53,14130.29,14129.095,14130.005,1.5113,61.5895,1.015,0.99,0.965,0.76,0.51,0.51,0.585,0.785,133.6177,141.4065,87.8539,77.7616,66.2316,65.4545,62.2581,52.4138,,,,,,,-0.325,-21.5054,-0.475,-31.4309,0.435,28.0645,0.285,19.6552,62.5463,65.8912,52.2829,50.9961,16.2077,19.2712,20.9693,22.7623,31.6323,29.6824,27.379,29.1477,-30.914,-36.2089,-24.9039,-21.8484,16.7359,11.924,14.253,8.5917,0.5282,-7.3472,-6.7163,-14.1706,,,24.098,-35.8235,0.6252,14.7963,2.5163,-0.757,-2.0002,-3.9325,0.0396,,,,,,95.8478,24.888,50.7596,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",24.375,25.12,23.95,24.665,14131.07,14131.815,14130.645,14131.36,1.4425,61.9564,0.955,0.875,0.92,0.825,0.525,0.535,0.585,0.595,126.7894,147.7889,89.3593,92.8514,65.9758,62.2776,62.4788,57.0934,,,,,,,-0.355,-24.6101,-0.29,-20.104,0.425,28.8625,0.455,31.4879,66.3978,64.7257,50.8458,58.3569,14.6884,13.5962,20.6624,20.1032,31.3798,33.4288,26.0804,27.6739,-35.018,-31.2969,-24.7654,-30.6829,11.8387,9.819,14.0698,11.8118,-2.8496,-3.7773,-6.5926,-8.2914,,,17.4749,-1.7211,0.354,14.807,-0.718,-0.4159,7.0091,-7.6918,0.301,,,,,,68.5082,25.4732,73.9343,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",25.79,26.52,25.39,26.135,14132.485,14133.215,14132.085,14132.83,1.4175,62.0445,0.96,0.93,0.85,0.78,0.46,0.525,0.52,0.645,147.8155,143.8221,94.5444,99.6368,67.2504,64.2487,61.2613,55.4174,,,,,,,-0.27,-19.0476,-0.345,-24.3386,0.4,28.8288,0.385,27.3535,63.4132,67.3441,57.3964,54.0427,13.5544,16.1568,12.1766,19.544,30.9298,32.667,29.9047,28.635,-32.4833,-34.677,-27.4916,-25.4078,12.7802,10.6326,11.4761,9.5154,-0.7742,-5.5242,-0.7006,-10.0285,,,6.3519,-15.9148,0.2744,9.0546,-6.1628,-0.4025,,3.0767,0.1851,,,,,,81.1572,23.4791,75.6768,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",27.225,27.96,26.795,27.525,14133.92,14134.655,14133.49,14134.22,1.4081,61.7136,0.935,0.88,0.865,0.795,0.475,0.51,0.555,0.61,137.7694,154.3466,94.4847,97.5227,66.6667,63.1957,60.8084,56.1837,,,,,,,-0.275,-19.5295,-0.3,-21.3049,0.43,30.2285,0.435,30.742,68.3606,69.0139,54.4881,53.8768,9.3895,13.4699,15.9863,19.4164,31.0957,32.5303,29.8981,26.0526,-37.2649,-36.4837,-24.59,-27.8242,9.2823,10.4361,12.0404,10.3576,-0.1072,-3.0338,-3.9459,-9.0588,,,2.5916,0.6535,0.0253,9.4368,4.1747,-0.6492,-0.4726,-10.2357,0.1797,,,,,,80.718,22.3774,61.1311,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",28.62,29.355,28.22,28.95,14135.315,14136.05,14134.915,14135.645,1.3931,61.8014,0.92,0.89,0.87,0.765,0.46,0.515,0.56,0.63,157.162,161.9073,91.911,89.9577,65.7143,64.1441,61.8117,55.5354,,,,,,,-0.26,-18.6631,-0.33,-23.6878,0.4,28.4192,0.405,29.4011,68.5244,71.9254,56.7705,56.7223,10.8081,11.499,13.5693,18.9947,29.7082,33.6025,30.8772,28.0919,-38.8162,-38.3229,-25.8933,-28.6304,9.0901,7.639,8.5052,9.1957,-1.7179,-3.86,-5.0642,-9.7991,,,10.278,0.2263,0.1171,5.5436,2.5298,-0.4712,3.064,1.4929,0.0269,,,,,,87.6847,19.9027,62.6229,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
1,"walk","left","soft",30.04,30.725,29.605,30.31,14136.735,14137.42,14136.3,14137.005,1.3656,61.2418,0.87,0.88,0.82,0.775,0.5,0.48,0.515,0.595,148.9857,173.9778,106.5711,98.955,63.6197,64.5872,60.2941,56.4663,,,,,,,-0.25,-18.3066,-0.27,-19.7712,0.435,31.9853,0.415,30.2368,69.3958,70.3947,56.9422,61.6952,10.6289,14.7183,16.601,19.2684,33.1682,31.7015,28.9915,32.6697,-36.2276,-38.6932,-27.9507,-29.0254,10.6204,12.1858,10.6341,10.0457,-0.0085,-2.5325,-5.9669,-9.2227,,,6.1021,11.6257,-0.0753,4.6545,4.0412,-0.3583,2.2707,4.0551,-0.0288,,,,,,101.4831,20.9337,67.2202,,,,"Perseo","","N/A","2017-01-01T00:00:00.000Z","Grey","Gelding","PRE horse (Pura Raza Espanola) - Andalusier","Dressage","","20241018T180653_logfile.itlog","2024-10-19T01:06:53.140Z","In hand","Research",,,
